Secteur,trimestre,code_region,code_dep,nombre_creation,Quartile_MOY,Quartile_CV
Construction,2018,27,39,74,3,2
Construction,2018,27,58,46,3,2
Construction,2018,27,70,97,3,2
Construction,2018,27,71,102,3,2
Construction,2018,27,89,66,3,2
Construction,2018,27,90,41,3,2
Construction,2018,28,14,125,3,2
Construction,2018,28,27,105,3,2
Construction,2018,28,50,115,3,2
Construction,2018,28,61,64,3,2
Construction,2018,28,76,194,3,2
Construction,2018,28,14,1,3,2
Construction,2018,32,2,102,3,2
Construction,2018,32,59,377,3,2
Construction,2018,32,60,154,3,2
Construction,2018,32,62,257,3,2
Construction,2018,32,80,144,3,2
Construction,2018,44,8,71,3,2
Construction,2018,44,10,50,3,2
Construction,2018,44,51,121,3,2
Construction,2018,44,52,30,3,2
Construction,2018,44,54,117,3,2
Construction,2018,44,55,22,3,2
Construction,2018,44,57,163,3,2
Construction,2018,44,67,215,3,2
Construction,2018,44,68,122,3,2
Construction,2018,44,88,73,3,2
Construction,2018,44,88,1,3,2
Construction,2018,52,44,248,3,2
Construction,2018,52,49,98,3,2
Construction,2018,52,53,37,3,2
Construction,2018,52,72,65,3,2
Construction,2018,52,85,159,3,2
Construction,2018,52,44,1,3,2
Construction,2018,53,22,116,3,2
Construction,2018,53,29,101,3,2
Construction,2018,53,35,178,3,2
Construction,2018,53,56,140,3,2
Construction,2018,75,16,87,3,2
Construction,2018,75,17,166,3,2
Construction,2018,75,19,62,3,2
Construction,2018,75,23,40,3,2
Construction,2018,75,24,90,3,2
Construction,2018,75,33,517,3,2
Construction,2018,75,40,109,3,2
Construction,2018,75,47,66,3,2
Construction,2018,75,64,132,3,2
Construction,2018,75,79,52,3,2
Construction,2018,75,86,67,3,2
Construction,2018,75,87,61,3,2
Construction,2018,76,9,67,3,2
Construction,2018,76,11,165,3,2
Construction,2018,76,12,43,3,2
Construction,2018,76,30,267,3,2
Construction,2018,76,31,433,3,2
Construction,2018,76,32,96,3,2
Construction,2018,76,34,351,3,2
Construction,2018,76,46,47,3,2
Construction,2018,76,48,9,3,2
Construction,2018,76,65,76,3,2
Construction,2018,76,66,116,3,2
Construction,2018,76,81,84,3,2
Construction,2018,76,82,88,3,2
Construction,2018,84,1,125,3,2
Construction,2018,84,3,65,3,2
Construction,2018,84,7,95,3,2
Construction,2018,84,15,55,3,2
Construction,2018,84,26,112,3,2
Construction,2018,84,38,355,3,2
Construction,2018,84,42,139,3,2
Construction,2018,84,43,47,3,2
Construction,2018,84,63,126,3,2
Construction,2018,84,69,503,3,2
Construction,2018,84,73,147,3,2
Construction,2018,84,74,189,3,2
Construction,2018,93,4,59,3,2
Construction,2018,93,5,52,3,2
Construction,2018,93,6,414,3,2
Construction,2018,93,13,587,3,2
Construction,2018,93,83,320,3,2
Construction,2018,93,84,180,3,2
Construction,2018,94,2A,87,3,2
Construction,2018,94,2B,75,3,2
Construction,2019,1,971,111,3,2
Construction,2019,2,972,103,3,2
Construction,2019,3,973,62,3,2
Construction,2019,4,974,189,3,2
Construction,2019,6,976,30,3,2
Construction,2019,11,75,758,3,2
Construction,2019,11,77,431,3,2
Construction,2019,11,78,344,3,2
Construction,2019,11,91,439,3,2
Construction,2019,11,92,380,3,2
Construction,2019,11,93,1042,3,2
Construction,2019,11,94,439,3,2
Construction,2019,11,95,454,3,2
Construction,2019,24,18,83,3,2
Construction,2019,24,28,208,3,2
Construction,2019,24,36,45,3,2
Construction,2019,24,37,139,3,2
Construction,2019,24,41,86,3,2
Construction,2019,24,45,182,3,2
Construction,2019,24,28,1,3,2
Construction,2019,27,21,163,3,2
Construction,2019,27,25,121,3,2
Construction,2019,27,39,102,3,2
Construction,2019,27,58,43,3,2
Construction,2019,27,70,111,3,2
Construction,2019,27,71,136,3,2
Construction,2019,27,89,98,3,2
Construction,2019,27,90,35,3,2
Construction,2019,28,14,154,3,2
Construction,2019,28,27,158,3,2
Construction,2019,28,50,122,3,2
Construction,2019,28,61,82,3,2
Construction,2019,28,76,236,3,2
Construction,2019,32,2,126,3,2
Construction,2019,32,59,551,3,2
Construction,2019,32,60,201,3,2
Construction,2019,32,62,339,3,2
Construction,2019,32,80,148,3,2
Construction,2019,44,8,78,3,2
Construction,2019,44,10,81,3,2
Construction,2019,44,51,150,3,2
Construction,2019,44,52,28,3,2
Construction,2019,44,54,175,3,2
Construction,2019,44,55,29,3,2
Construction,2019,44,57,198,3,2
Construction,2019,44,67,266,3,2
Construction,2019,44,68,136,3,2
Construction,2019,44,88,98,3,2
Construction,2019,44,88,1,3,2
Construction,2019,52,44,306,3,2
Construction,2019,52,49,165,3,2
Construction,2019,52,53,47,3,2
Construction,2019,52,72,81,3,2
Construction,2019,52,85,188,3,2
Construction,2019,52,44,2,3,2
Construction,2019,53,22,119,3,2
Construction,2019,53,29,152,3,2
Construction,2019,53,35,207,3,2
Construction,2019,53,56,188,3,2
Construction,2019,75,16,106,3,2
Construction,2019,75,17,196,3,2
Construction,2019,75,19,89,3,2
Construction,2019,75,23,41,3,2
Construction,2019,75,24,117,3,2
Construction,2019,75,33,670,3,2
Construction,2019,75,40,132,3,2
Construction,2019,75,47,83,3,2
Construction,2019,75,64,150,3,2
Construction,2019,75,79,69,3,2
Construction,2019,75,86,90,3,2
Construction,2019,75,87,79,3,2
Construction,2019,75,40,1,3,2
Construction,2019,76,9,72,3,2
Construction,2019,76,11,217,3,2
Construction,2019,76,12,56,3,2
Construction,2019,76,30,330,3,2
Construction,2019,76,31,528,3,2
Construction,2019,76,32,117,3,2
Construction,2019,76,34,544,3,2
Construction,2019,76,46,65,3,2
Construction,2019,76,48,25,3,2
Construction,2019,76,65,105,3,2
Construction,2019,76,66,178,3,2
Construction,2019,76,81,139,3,2
Construction,2019,76,82,111,3,2
Construction,2019,84,1,190,3,2
Construction,2019,84,3,87,3,2
Construction,2019,84,7,114,3,2
Construction,2019,84,15,50,3,2
Construction,2019,84,26,173,3,2
Construction,2019,84,38,513,3,2
Construction,2019,84,42,244,3,2
Construction,2019,84,43,71,3,2
Construction,2019,84,63,172,3,2
Construction,2019,84,69,709,3,2
Construction,2019,84,73,185,3,2
Construction,2019,84,74,240,3,2
Construction,2019,93,4,91,3,2
Construction,2019,93,5,60,3,2
Construction,2019,93,6,511,3,2
Construction,2019,93,13,754,3,2
Construction,2019,93,83,447,3,2
Construction,2019,93,84,238,3,2
Construction,2019,94,2A,119,3,2
Construction,2019,94,2B,81,3,2
Construction,2020,1,971,153,3,2
Construction,2020,2,972,163,3,2
Construction,2020,3,973,81,3,2
Construction,2020,4,974,251,3,2
Construction,2020,6,976,57,3,2
Construction,2020,11,75,815,3,2
Construction,2020,11,77,466,3,2
Construction,2020,11,78,349,3,2
Construction,2020,11,91,545,3,2
Construction,2020,11,92,370,3,2
Construction,2020,11,93,1018,3,2
Construction,2020,11,94,446,3,2
Construction,2020,11,95,469,3,2
Construction,2020,24,18,91,3,2
Construction,2020,24,28,189,3,2
Construction,2020,24,36,57,3,2
Construction,2020,24,37,106,3,2
Construction,2020,24,41,104,3,2
Construction,2020,24,45,183,3,2
Construction,2020,24,28,3,3,2
Construction,2020,27,21,156,3,2
Construction,2020,27,25,153,3,2
Construction,2020,27,39,111,3,2
Construction,2020,27,58,63,3,2
Construction,2020,27,70,112,3,2
Construction,2020,27,71,164,3,2
Construction,2020,27,89,136,3,2
Construction,2020,27,90,50,3,2
Construction,2020,28,14,182,3,2
Construction,2020,28,27,150,3,2
Construction,2020,28,50,137,3,2
Construction,2020,28,61,86,3,2
Construction,2020,28,76,272,3,2
Construction,2020,28,14,1,3,2
Construction,2020,32,2,122,3,2
Construction,2020,32,59,560,3,2
Construction,2020,32,60,253,3,2
Construction,2020,32,62,388,3,2
Construction,2020,32,80,130,3,2
Construction,2020,44,8,120,3,2
Construction,2020,44,10,90,3,2
Construction,2020,44,51,187,3,2
Construction,2020,44,52,41,3,2
Construction,2020,44,54,201,3,2
Construction,2020,44,55,35,3,2
Construction,2020,44,57,250,3,2
Construction,2020,44,67,305,3,2
Construction,2020,44,68,180,3,2
Construction,2020,44,88,113,3,2
Construction,2020,44,88,2,3,2
Construction,2020,52,44,303,3,2
Construction,2020,52,49,154,3,2
Construction,2020,52,53,50,3,2
Construction,2020,52,72,88,3,2
Construction,2020,52,85,226,3,2
Construction,2020,52,44,4,3,2
Construction,2020,53,22,128,3,2
Construction,2020,53,29,162,3,2
Construction,2020,53,35,222,3,2
Construction,2020,53,56,202,3,2
Construction,2020,75,16,145,3,2
Construction,2020,75,17,277,3,2
Construction,2020,75,19,88,3,2
Construction,2020,75,23,43,3,2
Construction,2020,75,24,163,3,2
Construction,2020,75,33,646,3,2
Construction,2020,75,40,132,3,2
Construction,2020,75,47,89,3,2
Construction,2020,75,64,171,3,2
Construction,2020,75,79,70,3,2
Construction,2020,75,86,126,3,2
Construction,2020,75,87,101,3,2
Construction,2020,75,33,2,3,2
Construction,2020,75,40,1,3,2
Construction,2020,76,9,93,3,2
Construction,2020,76,11,214,3,2
Construction,2020,76,12,85,3,2
Construction,2020,76,30,388,3,2
Construction,2020,76,31,583,3,2
Construction,2020,76,32,132,3,2
Construction,2020,76,34,554,3,2
Construction,2020,76,46,72,3,2
Construction,2020,76,48,18,3,2
Construction,2020,76,65,134,3,2
Construction,2020,76,66,180,3,2
Construction,2020,76,81,127,3,2
Construction,2020,76,82,112,3,2
Construction,2020,84,1,215,3,2
Construction,2020,84,3,90,3,2
Construction,2020,84,7,142,3,2
Construction,2020,84,15,59,3,2
Construction,2020,84,26,184,3,2
Construction,2020,84,38,455,3,2
Construction,2020,84,42,237,3,2
Construction,2020,84,43,73,3,2
Construction,2020,84,63,164,3,2
Construction,2020,84,69,698,3,2
Construction,2020,84,73,215,3,2
Construction,2020,84,74,264,3,2
Construction,2020,93,4,82,3,2
Construction,2020,93,5,75,3,2
Construction,2020,93,6,590,3,2
Construction,2020,93,13,780,3,2
Construction,2020,93,83,494,3,2
Construction,2020,93,84,218,3,2
Construction,2020,94,2A,115,3,2
Construction,2020,94,2B,95,3,2
Construction,2021,1,971,120,3,2
Construction,2021,2,972,117,3,2
Construction,2021,3,973,70,3,2
Construction,2021,4,974,238,3,2
Construction,2021,6,976,52,3,2
Construction,2021,11,75,859,3,2
Construction,2021,11,77,446,3,2
Construction,2021,11,78,322,3,2
Construction,2021,11,91,425,3,2
Construction,2021,11,92,367,3,2
Construction,2021,11,93,1031,3,2
Construction,2021,11,94,386,3,2
Construction,2021,11,95,428,3,2
Construction,2021,24,18,56,3,2
Construction,2021,24,28,176,3,2
Construction,2021,24,36,56,3,2
Construction,2021,24,37,117,3,2
Construction,2021,24,41,97,3,2
Construction,2021,24,45,182,3,2
Construction,2021,27,21,145,3,2
Construction,2021,27,25,113,3,2
Construction,2021,27,39,105,3,2
Construction,2021,27,58,47,3,2
Construction,2021,27,70,127,3,2
Construction,2021,27,71,153,3,2
Construction,2021,27,89,101,3,2
Construction,2021,27,90,35,3,2
Construction,2021,28,14,163,3,2
Construction,2021,28,27,183,3,2
Construction,2021,28,50,146,3,2
Construction,2021,28,61,64,3,2
Construction,2021,28,76,264,3,2
Construction,2021,32,2,130,3,2
Construction,2021,32,59,467,3,2
Construction,2021,32,60,234,3,2
Construction,2021,32,62,342,3,2
Construction,2021,32,80,123,3,2
Construction,2021,44,8,85,3,2
Construction,2021,44,10,75,3,2
Construction,2021,44,51,179,3,2
Construction,2021,44,52,40,3,2
Construction,2021,44,54,198,3,2
Construction,2021,44,55,27,3,2
Construction,2021,44,57,261,3,2
Construction,2021,44,67,324,3,2
Construction,2021,44,68,172,3,2
Construction,2021,44,88,103,3,2
Construction,2021,52,44,380,3,2
Construction,2021,52,49,153,3,2
Construction,2021,52,53,66,3,2
Construction,2021,52,72,95,3,2
Construction,2021,52,85,210,3,2
Construction,2021,52,44,2,3,2
Construction,2021,53,22,118,3,2
Construction,2021,53,29,155,3,2
Construction,2021,53,35,206,3,2
Construction,2021,53,56,187,3,2
Construction,2021,75,16,119,3,2
Construction,2021,75,17,229,3,2
Construction,2021,75,19,61,3,2
Construction,2021,75,23,46,3,2
Construction,2021,75,24,112,3,2
Construction,2021,75,33,595,3,2
Construction,2021,75,40,123,3,2
Construction,2021,75,47,98,3,2
Construction,2021,75,64,151,3,2
Construction,2021,75,79,64,3,2
Construction,2021,75,86,104,3,2
Construction,2021,75,87,87,3,2
Construction,2021,75,33,1,3,2
Construction,2021,76,9,82,3,2
Construction,2021,76,11,212,3,2
Construction,2021,76,12,70,3,2
Construction,2021,76,30,371,3,2
Construction,2021,76,31,519,3,2
Construction,2021,76,32,125,3,2
Construction,2021,76,34,481,3,2
Construction,2021,76,46,71,3,2
Construction,2021,76,48,21,3,2
Construction,2021,76,65,106,3,2
Construction,2021,76,66,187,3,2
Construction,2021,76,81,128,3,2
Construction,2021,76,82,98,3,2
Construction,2021,76,9,1,3,2
Construction,2021,84,1,176,3,2
Construction,2021,84,3,82,3,2
Construction,2021,84,7,150,3,2
Construction,2021,84,15,60,3,2
Construction,2021,84,26,177,3,2
Construction,2021,84,38,490,3,2
Construction,2021,84,42,269,3,2
Construction,2021,84,43,57,3,2
Construction,2021,84,63,151,3,2
Construction,2021,84,69,665,3,2
Construction,2021,84,73,207,3,2
Construction,2021,84,74,252,3,2
Construction,2021,93,4,96,3,2
Construction,2021,93,5,85,3,2
Construction,2021,93,6,512,3,2
Construction,2021,93,13,743,3,2
Construction,2021,93,83,409,3,2
Construction,2021,93,84,242,3,2
Construction,2021,94,2A,90,3,2
Construction,2021,94,2B,80,3,2
Enseignement,2017,1,971,47,2,2
Enseignement,2017,2,972,47,2,2
Enseignement,2017,3,973,9,2,2
Enseignement,2017,4,974,85,2,2
Enseignement,2017,6,976,7,2,2
Enseignement,2017,11,75,560,2,2
Enseignement,2017,11,77,125,2,2
Enseignement,2017,11,78,152,2,2
Enseignement,2017,11,91,96,2,2
Enseignement,2017,11,92,220,2,2
Enseignement,2017,11,93,163,2,2
Enseignement,2017,11,94,157,2,2
Enseignement,2017,11,95,101,2,2
Enseignement,2017,24,18,11,2,2
Enseignement,2017,24,28,54,2,2
Enseignement,2017,24,36,18,2,2
Enseignement,2017,24,37,42,2,2
Enseignement,2017,24,41,18,2,2
Enseignement,2017,24,45,33,2,2
Enseignement,2017,27,21,49,2,2
Enseignement,2017,27,25,36,2,2
Enseignement,2017,27,39,41,2,2
Enseignement,2017,27,58,19,2,2
Enseignement,2017,27,70,31,2,2
Enseignement,2017,27,71,51,2,2
Enseignement,2017,27,89,30,2,2
Enseignement,2017,27,90,9,2,2
Enseignement,2017,28,14,51,2,2
Enseignement,2017,28,27,32,2,2
Enseignement,2017,28,50,36,2,2
Enseignement,2017,28,61,33,2,2
Enseignement,2017,28,76,77,2,2
Enseignement,2017,32,2,35,2,2
Enseignement,2017,32,59,166,2,2
Enseignement,2017,32,60,69,2,2
Enseignement,2017,32,62,88,2,2
Enseignement,2017,32,80,39,2,2
Enseignement,2017,44,8,20,2,2
Enseignement,2017,44,10,21,2,2
Enseignement,2017,44,51,45,2,2
Enseignement,2017,44,52,21,2,2
Enseignement,2017,44,54,57,2,2
Enseignement,2017,44,55,7,2,2
Enseignement,2017,44,57,67,2,2
Enseignement,2017,44,67,87,2,2
Enseignement,2017,44,68,56,2,2
Enseignement,2017,44,88,33,2,2
Enseignement,2017,44,88,1,2,2
Enseignement,2017,52,44,125,2,2
Enseignement,2017,52,49,59,2,2
Enseignement,2017,52,53,18,2,2
Enseignement,2017,52,72,40,2,2
Enseignement,2017,52,85,64,2,2
Enseignement,2017,53,22,23,2,2
Enseignement,2017,53,29,54,2,2
Enseignement,2017,53,35,77,2,2
Enseignement,2017,53,56,58,2,2
Enseignement,2017,75,16,54,2,2
Enseignement,2017,75,17,73,2,2
Enseignement,2017,75,19,31,2,2
Enseignement,2017,75,23,9,2,2
Enseignement,2017,75,24,39,2,2
Enseignement,2017,75,33,210,2,2
Enseignement,2017,75,40,35,2,2
Enseignement,2017,75,47,21,2,2
Enseignement,2017,75,64,81,2,2
Enseignement,2017,75,79,26,2,2
Enseignement,2017,75,86,33,2,2
Enseignement,2017,75,87,36,2,2
Enseignement,2017,76,9,25,2,2
Enseignement,2017,76,11,62,2,2
Enseignement,2017,76,12,24,2,2
Enseignement,2017,76,30,94,2,2
Enseignement,2017,76,31,186,2,2
Enseignement,2017,76,32,32,2,2
Enseignement,2017,76,34,134,2,2
Enseignement,2017,76,46,23,2,2
Enseignement,2017,76,48,4,2,2
Enseignement,2017,76,65,50,2,2
Enseignement,2017,76,66,67,2,2
Enseignement,2017,76,81,42,2,2
Enseignement,2017,76,82,38,2,2
Enseignement,2017,84,1,59,2,2
Enseignement,2017,84,3,26,2,2
Enseignement,2017,84,7,41,2,2
Enseignement,2017,84,15,26,2,2
Enseignement,2017,84,26,57,2,2
Enseignement,2017,84,38,150,2,2
Enseignement,2017,84,42,49,2,2
Enseignement,2017,84,43,18,2,2
Enseignement,2017,84,63,60,2,2
Enseignement,2017,84,69,232,2,2
Enseignement,2017,84,73,137,2,2
Enseignement,2017,84,74,173,2,2
Enseignement,2017,93,4,33,2,2
Enseignement,2017,93,5,36,2,2
Enseignement,2017,93,6,145,2,2
Enseignement,2017,93,13,212,2,2
Enseignement,2017,93,83,90,2,2
Enseignement,2017,93,84,46,2,2
Enseignement,2017,94,2A,17,2,2
Enseignement,2017,94,2B,17,2,2
Enseignement,2018,1,971,59,2,2
Enseignement,2018,2,972,53,2,2
Enseignement,2018,3,973,19,2,2
Enseignement,2018,4,974,81,2,2
Enseignement,2018,6,976,4,2,2
Enseignement,2018,11,75,630,2,2
Enseignement,2018,11,77,144,2,2
Enseignement,2018,11,78,182,2,2
Enseignement,2018,11,91,143,2,2
Enseignement,2018,11,92,277,2,2
Enseignement,2018,11,93,213,2,2
Enseignement,2018,11,94,192,2,2
Enseignement,2018,11,95,138,2,2
Enseignement,2018,24,18,18,2,2
Enseignement,2018,24,28,57,2,2
Enseignement,2018,24,36,29,2,2
Enseignement,2018,24,37,51,2,2
Enseignement,2018,24,41,37,2,2
Enseignement,2018,24,45,54,2,2
Enseignement,2018,24,28,1,2,2
Enseignement,2018,27,21,59,2,2
Enseignement,2018,27,25,48,2,2
Enseignement,2018,27,39,57,2,2
Enseignement,2018,27,58,19,2,2
Enseignement,2018,27,70,26,2,2
Enseignement,2018,27,71,31,2,2
Enseignement,2018,27,89,46,2,2
Enseignement,2018,27,90,20,2,2
Enseignement,2018,28,14,46,2,2
Enseignement,2018,28,27,38,2,2
Enseignement,2018,28,50,40,2,2
Enseignement,2018,28,61,23,2,2
Enseignement,2018,28,76,88,2,2
Enseignement,2018,32,2,37,2,2
Enseignement,2018,32,59,181,2,2
Enseignement,2018,32,60,84,2,2
Enseignement,2018,32,62,98,2,2
Enseignement,2018,32,80,28,2,2
Enseignement,2018,44,8,21,2,2
Enseignement,2018,44,10,24,2,2
Enseignement,2018,44,51,61,2,2
Enseignement,2018,44,52,11,2,2
Enseignement,2018,44,54,63,2,2
Enseignement,2018,44,55,3,2,2
Enseignement,2018,44,57,76,2,2
Enseignement,2018,44,67,78,2,2
Enseignement,2018,44,68,66,2,2
Enseignement,2018,44,88,28,2,2
Enseignement,2018,52,44,128,2,2
Enseignement,2018,52,49,67,2,2
Enseignement,2018,52,53,16,2,2
Enseignement,2018,52,72,30,2,2
Enseignement,2018,52,85,78,2,2
Enseignement,2018,53,22,31,2,2
Enseignement,2018,53,29,44,2,2
Enseignement,2018,53,35,87,2,2
Enseignement,2018,53,56,74,2,2
Enseignement,2018,75,16,41,2,2
Enseignement,2018,75,17,84,2,2
Enseignement,2018,75,19,26,2,2
Enseignement,2018,75,23,12,2,2
Enseignement,2018,75,24,33,2,2
Enseignement,2018,75,33,236,2,2
Enseignement,2018,75,40,52,2,2
Enseignement,2018,75,47,38,2,2
Enseignement,2018,75,64,102,2,2
Enseignement,2018,75,79,21,2,2
Enseignement,2018,75,86,40,2,2
Enseignement,2018,75,87,23,2,2
Enseignement,2018,76,9,33,2,2
Enseignement,2018,76,11,77,2,2
Enseignement,2018,76,12,24,2,2
Enseignement,2018,76,30,90,2,2
Enseignement,2018,76,31,215,2,2
Enseignement,2018,76,32,34,2,2
Enseignement,2018,76,34,140,2,2
Enseignement,2018,76,46,25,2,2
Enseignement,2018,76,48,6,2,2
Enseignement,2018,76,65,52,2,2
Enseignement,2018,76,66,58,2,2
Enseignement,2018,76,81,47,2,2
Enseignement,2018,76,82,30,2,2
Enseignement,2018,84,1,47,2,2
Enseignement,2018,84,3,28,2,2
Enseignement,2018,84,7,41,2,2
Enseignement,2018,84,15,30,2,2
Enseignement,2018,84,26,52,2,2
Enseignement,2018,84,38,144,2,2
Enseignement,2018,84,42,55,2,2
Enseignement,2018,84,43,24,2,2
Enseignement,2018,84,63,63,2,2
Enseignement,2018,84,69,281,2,2
Enseignement,2018,84,73,166,2,2
Enseignement,2018,84,74,177,2,2
Enseignement,2018,93,4,39,2,2
Enseignement,2018,93,5,45,2,2
Enseignement,2018,93,6,154,2,2
Enseignement,2018,93,13,257,2,2
Enseignement,2018,93,83,93,2,2
Enseignement,2018,93,84,54,2,2
Enseignement,2018,94,2A,14,2,2
Enseignement,2018,94,2B,14,2,2
Enseignement,2019,1,971,52,2,2
Enseignement,2019,2,972,66,2,2
Enseignement,2019,3,973,19,2,2
Enseignement,2019,4,974,108,2,2
Enseignement,2019,6,976,11,2,2
Enseignement,2019,11,75,698,2,2
Enseignement,2019,11,77,176,2,2
Enseignement,2019,11,78,208,2,2
Enseignement,2019,11,91,129,2,2
Enseignement,2019,11,92,295,2,2
Enseignement,2019,11,93,244,2,2
Enseignement,2019,11,94,215,2,2
Enseignement,2019,11,95,173,2,2
Enseignement,2019,24,18,31,2,2
Enseignement,2019,24,28,57,2,2
Enseignement,2019,24,36,24,2,2
Enseignement,2019,24,37,71,2,2
Enseignement,2019,24,41,31,2,2
Enseignement,2019,24,45,74,2,2
Enseignement,2019,27,21,57,2,2
Enseignement,2019,27,25,53,2,2
Enseignement,2019,27,39,64,2,2
Enseignement,2019,27,58,25,2,2
Enseignement,2019,27,70,35,2,2
Enseignement,2019,27,71,60,2,2
Enseignement,2019,27,89,45,2,2
Enseignement,2019,27,90,15,2,2
Enseignement,2019,28,14,46,2,2
Enseignement,2019,28,27,46,2,2
Enseignement,2019,28,50,48,2,2
Enseignement,2019,28,61,40,2,2
Enseignement,2019,28,76,96,2,2
Enseignement,2019,28,14,1,2,2
Enseignement,2019,32,2,43,2,2
Enseignement,2019,32,59,180,2,2
Enseignement,2019,32,60,103,2,2
Enseignement,2019,32,62,110,2,2
Enseignement,2019,32,80,50,2,2
Enseignement,2019,44,8,25,2,2
Enseignement,2019,44,10,23,2,2
Enseignement,2019,44,51,68,2,2
Enseignement,2019,44,52,21,2,2
Enseignement,2019,44,54,85,2,2
Enseignement,2019,44,55,8,2,2
Enseignement,2019,44,57,75,2,2
Enseignement,2019,44,67,118,2,2
Enseignement,2019,44,68,47,2,2
Enseignement,2019,44,88,44,2,2
Enseignement,2019,52,44,143,2,2
Enseignement,2019,52,49,67,2,2
Enseignement,2019,52,53,23,2,2
Enseignement,2019,52,72,36,2,2
Enseignement,2019,52,85,86,2,2
Enseignement,2019,53,22,45,2,2
Enseignement,2019,53,29,67,2,2
Enseignement,2019,53,35,118,2,2
Enseignement,2019,53,56,78,2,2
Enseignement,2019,75,16,58,2,2
Enseignement,2019,75,17,94,2,2
Enseignement,2019,75,19,36,2,2
Enseignement,2019,75,23,13,2,2
Enseignement,2019,75,24,55,2,2
Enseignement,2019,75,33,256,2,2
Enseignement,2019,75,40,48,2,2
Enseignement,2019,75,47,33,2,2
Enseignement,2019,75,64,90,2,2
Enseignement,2019,75,79,39,2,2
Enseignement,2019,75,86,48,2,2
Enseignement,2019,75,87,52,2,2
Enseignement,2019,76,9,35,2,2
Enseignement,2019,76,11,80,2,2
Enseignement,2019,76,12,27,2,2
Enseignement,2019,76,30,125,2,2
Enseignement,2019,76,31,261,2,2
Enseignement,2019,76,32,45,2,2
Enseignement,2019,76,34,161,2,2
Enseignement,2019,76,46,21,2,2
Enseignement,2019,76,48,4,2,2
Enseignement,2019,76,65,63,2,2
Enseignement,2019,76,66,71,2,2
Enseignement,2019,76,81,50,2,2
Enseignement,2019,76,82,31,2,2
Enseignement,2019,84,1,78,2,2
Enseignement,2019,84,3,44,2,2
Enseignement,2019,84,7,40,2,2
Enseignement,2019,84,15,29,2,2
Enseignement,2019,84,26,52,2,2
Enseignement,2019,84,38,180,2,2
Enseignement,2019,84,42,64,2,2
Enseignement,2019,84,43,18,2,2
Enseignement,2019,84,63,65,2,2
Enseignement,2019,84,69,318,2,2
Enseignement,2019,84,73,147,2,2
Enseignement,2019,84,74,186,2,2
Enseignement,2019,93,4,45,2,2
Enseignement,2019,93,5,55,2,2
Enseignement,2019,93,6,186,2,2
Enseignement,2019,93,13,294,2,2
Enseignement,2019,93,83,112,2,2
Enseignement,2019,93,84,61,2,2
Enseignement,2019,94,2A,14,2,2
Enseignement,2019,94,2B,14,2,2
Enseignement,2020,1,971,71,2,2
Enseignement,2020,2,972,45,2,2
Enseignement,2020,3,973,16,2,2
Enseignement,2020,4,974,106,2,2
Enseignement,2020,6,976,4,2,2
Enseignement,2020,11,75,654,2,2
Enseignement,2020,11,77,146,2,2
Enseignement,2020,11,78,227,2,2
Enseignement,2020,11,91,144,2,2
Enseignement,2020,11,92,273,2,2
Enseignement,2020,11,93,212,2,2
Enseignement,2020,11,94,196,2,2
Enseignement,2020,11,95,165,2,2
Enseignement,2020,24,18,25,2,2
Enseignement,2020,24,28,57,2,2
Enseignement,2020,24,36,15,2,2
Enseignement,2020,24,37,62,2,2
Enseignement,2020,24,41,35,2,2
Enseignement,2020,24,45,71,2,2
Enseignement,2020,24,28,2,2,2
Enseignement,2020,27,21,62,2,2
Enseignement,2020,27,25,52,2,2
Enseignement,2020,27,39,48,2,2
Enseignement,2020,27,58,19,2,2
Enseignement,2020,27,70,30,2,2
Enseignement,2020,27,71,41,2,2
Enseignement,2020,27,89,30,2,2
Enseignement,2020,27,90,16,2,2
Enseignement,2020,28,14,53,2,2
Enseignement,2020,28,27,36,2,2
Enseignement,2020,28,50,38,2,2
Enseignement,2020,28,61,32,2,2
Enseignement,2020,28,76,69,2,2
Enseignement,2020,32,2,44,2,2
Enseignement,2020,32,59,181,2,2
Enseignement,2020,32,60,76,2,2
Enseignement,2020,32,62,83,2,2
Enseignement,2020,32,80,46,2,2
Enseignement,2020,44,8,19,2,2
Enseignement,2020,44,10,22,2,2
Enseignement,2020,44,51,65,2,2
Enseignement,2020,44,52,11,2,2
Enseignement,2020,44,54,71,2,2
Enseignement,2020,44,55,2,2,2
Enseignement,2020,44,57,81,2,2
Enseignement,2020,44,67,121,2,2
Enseignement,2020,44,68,57,2,2
Enseignement,2020,44,88,38,2,2
Enseignement,2020,44,88,1,2,2
Enseignement,2020,52,44,143,2,2
Enseignement,2020,52,49,45,2,2
Enseignement,2020,52,53,14,2,2
Enseignement,2020,52,72,28,2,2
Enseignement,2020,52,85,62,2,2
Enseignement,2020,53,22,27,2,2
Enseignement,2020,53,29,55,2,2
Enseignement,2020,53,35,89,2,2
Enseignement,2020,53,56,57,2,2
Enseignement,2020,75,16,43,2,2
Enseignement,2020,75,17,75,2,2
Enseignement,2020,75,19,32,2,2
Enseignement,2020,75,23,17,2,2
Enseignement,2020,75,24,41,2,2
Enseignement,2020,75,33,233,2,2
Enseignement,2020,75,40,44,2,2
Enseignement,2020,75,47,24,2,2
Enseignement,2020,75,64,73,2,2
Enseignement,2020,75,79,23,2,2
Enseignement,2020,75,86,45,2,2
Enseignement,2020,75,87,29,2,2
