Secteur,trimestre,code_region,code_dep,nombre_creation,Quartile_MOY,Quartile_CV
Activites specialisees scientifiques et techniques,2019,11,94,946,4,2
Activites specialisees scientifiques et techniques,2019,11,95,669,4,2
Activites specialisees scientifiques et techniques,2019,24,18,78,4,2
Activites specialisees scientifiques et techniques,2019,24,28,246,4,2
Activites specialisees scientifiques et techniques,2019,24,36,95,4,2
Activites specialisees scientifiques et techniques,2019,24,37,193,4,2
Activites specialisees scientifiques et techniques,2019,24,41,94,4,2
Activites specialisees scientifiques et techniques,2019,24,45,209,4,2
Activites specialisees scientifiques et techniques,2019,24,28,2,4,2
Activites specialisees scientifiques et techniques,2019,27,21,229,4,2
Activites specialisees scientifiques et techniques,2019,27,25,141,4,2
Activites specialisees scientifiques et techniques,2019,27,39,130,4,2
Activites specialisees scientifiques et techniques,2019,27,58,61,4,2
Activites specialisees scientifiques et techniques,2019,27,70,125,4,2
Activites specialisees scientifiques et techniques,2019,27,71,151,4,2
Activites specialisees scientifiques et techniques,2019,27,89,128,4,2
Activites specialisees scientifiques et techniques,2019,27,90,45,4,2
Activites specialisees scientifiques et techniques,2019,28,14,227,4,2
Activites specialisees scientifiques et techniques,2019,28,27,130,4,2
Activites specialisees scientifiques et techniques,2019,28,50,136,4,2
Activites specialisees scientifiques et techniques,2019,28,61,115,4,2
Activites specialisees scientifiques et techniques,2019,28,76,343,4,2
Activites specialisees scientifiques et techniques,2019,32,2,180,4,2
Activites specialisees scientifiques et techniques,2019,32,59,776,4,2
Activites specialisees scientifiques et techniques,2019,32,60,280,4,2
Activites specialisees scientifiques et techniques,2019,32,62,340,4,2
Activites specialisees scientifiques et techniques,2019,32,80,143,4,2
Activites specialisees scientifiques et techniques,2019,44,8,73,4,2
Activites specialisees scientifiques et techniques,2019,44,10,78,4,2
Activites specialisees scientifiques et techniques,2019,44,51,251,4,2
Activites specialisees scientifiques et techniques,2019,44,52,53,4,2
Activites specialisees scientifiques et techniques,2019,44,54,277,4,2
Activites specialisees scientifiques et techniques,2019,44,55,15,4,2
Activites specialisees scientifiques et techniques,2019,44,57,200,4,2
Activites specialisees scientifiques et techniques,2019,44,67,442,4,2
Activites specialisees scientifiques et techniques,2019,44,68,210,4,2
Activites specialisees scientifiques et techniques,2019,44,88,97,4,2
Activites specialisees scientifiques et techniques,2019,52,44,635,4,2
Activites specialisees scientifiques et techniques,2019,52,49,195,4,2
Activites specialisees scientifiques et techniques,2019,52,53,77,4,2
Activites specialisees scientifiques et techniques,2019,52,72,123,4,2
Activites specialisees scientifiques et techniques,2019,52,85,304,4,2
Activites specialisees scientifiques et techniques,2019,52,44,3,4,2
Activites specialisees scientifiques et techniques,2019,53,22,151,4,2
Activites specialisees scientifiques et techniques,2019,53,29,213,4,2
Activites specialisees scientifiques et techniques,2019,53,35,421,4,2
Activites specialisees scientifiques et techniques,2019,53,56,244,4,2
Activites specialisees scientifiques et techniques,2019,75,16,160,4,2
Activites specialisees scientifiques et techniques,2019,75,17,248,4,2
Activites specialisees scientifiques et techniques,2019,75,19,106,4,2
Activites specialisees scientifiques et techniques,2019,75,23,48,4,2
Activites specialisees scientifiques et techniques,2019,75,24,126,4,2
Activites specialisees scientifiques et techniques,2019,75,33,1000,4,2
Activites specialisees scientifiques et techniques,2019,75,40,144,4,2
Activites specialisees scientifiques et techniques,2019,75,47,91,4,2
Activites specialisees scientifiques et techniques,2019,75,64,306,4,2
Activites specialisees scientifiques et techniques,2019,75,79,83,4,2
Activites specialisees scientifiques et techniques,2019,75,86,156,4,2
Activites specialisees scientifiques et techniques,2019,75,87,124,4,2
Activites specialisees scientifiques et techniques,2019,76,9,73,4,2
Activites specialisees scientifiques et techniques,2019,76,11,266,4,2
Activites specialisees scientifiques et techniques,2019,76,12,68,4,2
Activites specialisees scientifiques et techniques,2019,76,30,415,4,2
Activites specialisees scientifiques et techniques,2019,76,31,786,4,2
Activites specialisees scientifiques et techniques,2019,76,32,99,4,2
Activites specialisees scientifiques et techniques,2019,76,34,604,4,2
Activites specialisees scientifiques et techniques,2019,76,46,58,4,2
Activites specialisees scientifiques et techniques,2019,76,48,16,4,2
Activites specialisees scientifiques et techniques,2019,76,65,102,4,2
Activites specialisees scientifiques et techniques,2019,76,66,173,4,2
Activites specialisees scientifiques et techniques,2019,76,81,135,4,2
Activites specialisees scientifiques et techniques,2019,76,82,116,4,2
Activites specialisees scientifiques et techniques,2019,84,1,207,4,2
Activites specialisees scientifiques et techniques,2019,84,3,132,4,2
Activites specialisees scientifiques et techniques,2019,84,7,157,4,2
Activites specialisees scientifiques et techniques,2019,84,15,61,4,2
Activites specialisees scientifiques et techniques,2019,84,26,160,4,2
Activites specialisees scientifiques et techniques,2019,84,38,535,4,2
Activites specialisees scientifiques et techniques,2019,84,42,284,4,2
Activites specialisees scientifiques et techniques,2019,84,43,64,4,2
Activites specialisees scientifiques et techniques,2019,84,63,209,4,2
Activites specialisees scientifiques et techniques,2019,84,69,1693,4,2
Activites specialisees scientifiques et techniques,2019,84,73,234,4,2
Activites specialisees scientifiques et techniques,2019,84,74,380,4,2
Activites specialisees scientifiques et techniques,2019,93,4,89,4,2
Activites specialisees scientifiques et techniques,2019,93,5,57,4,2
Activites specialisees scientifiques et techniques,2019,93,6,664,4,2
Activites specialisees scientifiques et techniques,2019,93,13,1150,4,2
Activites specialisees scientifiques et techniques,2019,93,83,382,4,2
Activites specialisees scientifiques et techniques,2019,93,84,218,4,2
Activites specialisees scientifiques et techniques,2019,94,2A,68,4,2
Activites specialisees scientifiques et techniques,2019,94,2B,59,4,2
Activites specialisees scientifiques et techniques,2020,1,971,144,4,2
Activites specialisees scientifiques et techniques,2020,2,972,151,4,2
Activites specialisees scientifiques et techniques,2020,3,973,53,4,2
Activites specialisees scientifiques et techniques,2020,4,974,286,4,2
Activites specialisees scientifiques et techniques,2020,6,976,15,4,2
Activites specialisees scientifiques et techniques,2020,11,75,5095,4,2
Activites specialisees scientifiques et techniques,2020,11,77,575,4,2
Activites specialisees scientifiques et techniques,2020,11,78,941,4,2
Activites specialisees scientifiques et techniques,2020,11,91,604,4,2
Activites specialisees scientifiques et techniques,2020,11,92,1819,4,2
Activites specialisees scientifiques et techniques,2020,11,93,907,4,2
Activites specialisees scientifiques et techniques,2020,11,94,982,4,2
Activites specialisees scientifiques et techniques,2020,11,95,627,4,2
Activites specialisees scientifiques et techniques,2020,24,18,62,4,2
Activites specialisees scientifiques et techniques,2020,24,28,239,4,2
Activites specialisees scientifiques et techniques,2020,24,36,81,4,2
Activites specialisees scientifiques et techniques,2020,24,37,184,4,2
Activites specialisees scientifiques et techniques,2020,24,41,104,4,2
Activites specialisees scientifiques et techniques,2020,24,45,191,4,2
Activites specialisees scientifiques et techniques,2020,24,28,1,4,2
Activites specialisees scientifiques et techniques,2020,27,21,212,4,2
Activites specialisees scientifiques et techniques,2020,27,25,145,4,2
Activites specialisees scientifiques et techniques,2020,27,39,127,4,2
Activites specialisees scientifiques et techniques,2020,27,58,75,4,2
Activites specialisees scientifiques et techniques,2020,27,70,117,4,2
Activites specialisees scientifiques et techniques,2020,27,71,166,4,2
Activites specialisees scientifiques et techniques,2020,27,89,127,4,2
Activites specialisees scientifiques et techniques,2020,27,90,52,4,2
Activites specialisees scientifiques et techniques,2020,28,14,238,4,2
Activites specialisees scientifiques et techniques,2020,28,27,109,4,2
Activites specialisees scientifiques et techniques,2020,28,50,133,4,2
Activites specialisees scientifiques et techniques,2020,28,61,113,4,2
Activites specialisees scientifiques et techniques,2020,28,76,333,4,2
Activites specialisees scientifiques et techniques,2020,28,14,2,4,2
Activites specialisees scientifiques et techniques,2020,32,2,156,4,2
Activites specialisees scientifiques et techniques,2020,32,59,842,4,2
Activites specialisees scientifiques et techniques,2020,32,60,279,4,2
Activites specialisees scientifiques et techniques,2020,32,62,409,4,2
Activites specialisees scientifiques et techniques,2020,32,80,136,4,2
Activites specialisees scientifiques et techniques,2020,32,62,1,4,2
Activites specialisees scientifiques et techniques,2020,44,8,81,4,2
Activites specialisees scientifiques et techniques,2020,44,10,93,4,2
Activites specialisees scientifiques et techniques,2020,44,51,222,4,2
Activites specialisees scientifiques et techniques,2020,44,52,45,4,2
Activites specialisees scientifiques et techniques,2020,44,54,246,4,2
Activites specialisees scientifiques et techniques,2020,44,55,16,4,2
Activites specialisees scientifiques et techniques,2020,44,57,230,4,2
Activites specialisees scientifiques et techniques,2020,44,67,438,4,2
Activites specialisees scientifiques et techniques,2020,44,68,199,4,2
Activites specialisees scientifiques et techniques,2020,44,88,115,4,2
Activites specialisees scientifiques et techniques,2020,44,88,1,4,2
Activites specialisees scientifiques et techniques,2020,52,44,652,4,2
Activites specialisees scientifiques et techniques,2020,52,49,230,4,2
Activites specialisees scientifiques et techniques,2020,52,53,62,4,2
Activites specialisees scientifiques et techniques,2020,52,72,108,4,2
Activites specialisees scientifiques et techniques,2020,52,85,242,4,2
Activites specialisees scientifiques et techniques,2020,52,44,2,4,2
Activites specialisees scientifiques et techniques,2020,53,22,147,4,2
Activites specialisees scientifiques et techniques,2020,53,29,215,4,2
Activites specialisees scientifiques et techniques,2020,53,35,419,4,2
Activites specialisees scientifiques et techniques,2020,53,56,231,4,2
Activites specialisees scientifiques et techniques,2020,75,16,160,4,2
Activites specialisees scientifiques et techniques,2020,75,17,260,4,2
Activites specialisees scientifiques et techniques,2020,75,19,111,4,2
Activites specialisees scientifiques et techniques,2020,75,23,38,4,2
Activites specialisees scientifiques et techniques,2020,75,24,118,4,2
Activites specialisees scientifiques et techniques,2020,75,33,1018,4,2
Activites specialisees scientifiques et techniques,2020,75,40,138,4,2
Activites specialisees scientifiques et techniques,2020,75,47,84,4,2
Activites specialisees scientifiques et techniques,2020,75,64,255,4,2
Activites specialisees scientifiques et techniques,2020,75,79,86,4,2
Activites specialisees scientifiques et techniques,2020,75,86,160,4,2
Activites specialisees scientifiques et techniques,2020,75,87,124,4,2
Activites specialisees scientifiques et techniques,2020,76,9,76,4,2
Activites specialisees scientifiques et techniques,2020,76,11,251,4,2
Activites specialisees scientifiques et techniques,2020,76,12,72,4,2
Activites specialisees scientifiques et techniques,2020,76,30,413,4,2
Activites specialisees scientifiques et techniques,2020,76,31,776,4,2
Activites specialisees scientifiques et techniques,2020,76,32,113,4,2
Activites specialisees scientifiques et techniques,2020,76,34,579,4,2
Activites specialisees scientifiques et techniques,2020,76,46,67,4,2
Activites specialisees scientifiques et techniques,2020,76,48,28,4,2
Activites specialisees scientifiques et techniques,2020,76,65,123,4,2
Activites specialisees scientifiques et techniques,2020,76,66,164,4,2
Activites specialisees scientifiques et techniques,2020,76,81,134,4,2
Activites specialisees scientifiques et techniques,2020,76,82,123,4,2
Activites specialisees scientifiques et techniques,2020,84,1,196,4,2
Activites specialisees scientifiques et techniques,2020,84,3,147,4,2
Activites specialisees scientifiques et techniques,2020,84,7,136,4,2
Activites specialisees scientifiques et techniques,2020,84,15,63,4,2
Activites specialisees scientifiques et techniques,2020,84,26,175,4,2
Activites specialisees scientifiques et techniques,2020,84,38,535,4,2
Activites specialisees scientifiques et techniques,2020,84,42,227,4,2
Activites specialisees scientifiques et techniques,2020,84,43,70,4,2
Activites specialisees scientifiques et techniques,2020,84,63,204,4,2
Activites specialisees scientifiques et techniques,2020,84,69,1483,4,2
Activites specialisees scientifiques et techniques,2020,84,73,236,4,2
Activites specialisees scientifiques et techniques,2020,84,74,348,4,2
Activites specialisees scientifiques et techniques,2020,93,4,94,4,2
Activites specialisees scientifiques et techniques,2020,93,5,71,4,2
Activites specialisees scientifiques et techniques,2020,93,6,628,4,2
Activites specialisees scientifiques et techniques,2020,93,13,1091,4,2
Activites specialisees scientifiques et techniques,2020,93,83,351,4,2
Activites specialisees scientifiques et techniques,2020,93,84,199,4,2
Activites specialisees scientifiques et techniques,2020,94,2A,55,4,2
Activites specialisees scientifiques et techniques,2020,94,2B,52,4,2
Activites specialisees scientifiques et techniques,2021,1,971,177,4,2
Activites specialisees scientifiques et techniques,2021,2,972,212,4,2
Activites specialisees scientifiques et techniques,2021,3,973,72,4,2
Activites specialisees scientifiques et techniques,2021,4,974,381,4,2
Activites specialisees scientifiques et techniques,2021,6,976,29,4,2
Activites specialisees scientifiques et techniques,2021,11,75,5946,4,2
Activites specialisees scientifiques et techniques,2021,11,77,698,4,2
Activites specialisees scientifiques et techniques,2021,11,78,1171,4,2
Activites specialisees scientifiques et techniques,2021,11,91,731,4,2
Activites specialisees scientifiques et techniques,2021,11,92,2107,4,2
Activites specialisees scientifiques et techniques,2021,11,93,1162,4,2
Activites specialisees scientifiques et techniques,2021,11,94,1175,4,2
Activites specialisees scientifiques et techniques,2021,11,95,772,4,2
Activites specialisees scientifiques et techniques,2021,24,18,104,4,2
Activites specialisees scientifiques et techniques,2021,24,28,286,4,2
Activites specialisees scientifiques et techniques,2021,24,36,102,4,2
Activites specialisees scientifiques et techniques,2021,24,37,237,4,2
Activites specialisees scientifiques et techniques,2021,24,41,112,4,2
Activites specialisees scientifiques et techniques,2021,24,45,242,4,2
Activites specialisees scientifiques et techniques,2021,27,21,252,4,2
Activites specialisees scientifiques et techniques,2021,27,25,182,4,2
Activites specialisees scientifiques et techniques,2021,27,39,172,4,2
Activites specialisees scientifiques et techniques,2021,27,58,84,4,2
Activites specialisees scientifiques et techniques,2021,27,70,153,4,2
Activites specialisees scientifiques et techniques,2021,27,71,236,4,2
Activites specialisees scientifiques et techniques,2021,27,89,150,4,2
Activites specialisees scientifiques et techniques,2021,27,90,56,4,2
Activites specialisees scientifiques et techniques,2021,28,14,276,4,2
Activites specialisees scientifiques et techniques,2021,28,27,188,4,2
Activites specialisees scientifiques et techniques,2021,28,50,183,4,2
Activites specialisees scientifiques et techniques,2021,28,61,168,4,2
Activites specialisees scientifiques et techniques,2021,28,76,466,4,2
Activites specialisees scientifiques et techniques,2021,28,14,2,4,2
Activites specialisees scientifiques et techniques,2021,32,2,212,4,2
Activites specialisees scientifiques et techniques,2021,32,59,1031,4,2
Activites specialisees scientifiques et techniques,2021,32,60,404,4,2
Activites specialisees scientifiques et techniques,2021,32,62,466,4,2
Activites specialisees scientifiques et techniques,2021,32,80,183,4,2
Activites specialisees scientifiques et techniques,2021,32,62,1,4,2
Activites specialisees scientifiques et techniques,2021,44,8,91,4,2
Activites specialisees scientifiques et techniques,2021,44,10,103,4,2
Activites specialisees scientifiques et techniques,2021,44,51,283,4,2
Activites specialisees scientifiques et techniques,2021,44,52,61,4,2
Activites specialisees scientifiques et techniques,2021,44,54,306,4,2
Activites specialisees scientifiques et techniques,2021,44,55,22,4,2
Activites specialisees scientifiques et techniques,2021,44,57,312,4,2
Activites specialisees scientifiques et techniques,2021,44,67,590,4,2
Activites specialisees scientifiques et techniques,2021,44,68,225,4,2
Activites specialisees scientifiques et techniques,2021,44,88,164,4,2
Activites specialisees scientifiques et techniques,2021,44,88,3,4,2
Activites specialisees scientifiques et techniques,2021,52,44,828,4,2
Activites specialisees scientifiques et techniques,2021,52,49,311,4,2
Activites specialisees scientifiques et techniques,2021,52,53,100,4,2
Activites specialisees scientifiques et techniques,2021,52,72,136,4,2
Activites specialisees scientifiques et techniques,2021,52,85,370,4,2
Activites specialisees scientifiques et techniques,2021,52,44,3,4,2
Activites specialisees scientifiques et techniques,2021,53,22,190,4,2
Activites specialisees scientifiques et techniques,2021,53,29,278,4,2
Activites specialisees scientifiques et techniques,2021,53,35,559,4,2
Activites specialisees scientifiques et techniques,2021,53,56,309,4,2
Activites specialisees scientifiques et techniques,2021,75,16,209,4,2
Activites specialisees scientifiques et techniques,2021,75,17,349,4,2
Activites specialisees scientifiques et techniques,2021,75,19,139,4,2
Activites specialisees scientifiques et techniques,2021,75,23,58,4,2
Activites specialisees scientifiques et techniques,2021,75,24,167,4,2
Activites specialisees scientifiques et techniques,2021,75,33,1280,4,2
Activites specialisees scientifiques et techniques,2021,75,40,190,4,2
Activites specialisees scientifiques et techniques,2021,75,47,126,4,2
Activites specialisees scientifiques et techniques,2021,75,64,365,4,2
Activites specialisees scientifiques et techniques,2021,75,79,96,4,2
Activites specialisees scientifiques et techniques,2021,75,86,178,4,2
Activites specialisees scientifiques et techniques,2021,75,87,206,4,2
Activites specialisees scientifiques et techniques,2021,76,9,98,4,2
Activites specialisees scientifiques et techniques,2021,76,11,267,4,2
Activites specialisees scientifiques et techniques,2021,76,12,89,4,2
Activites specialisees scientifiques et techniques,2021,76,30,442,4,2
Activites specialisees scientifiques et techniques,2021,76,31,1025,4,2
Activites specialisees scientifiques et techniques,2021,76,32,169,4,2
Activites specialisees scientifiques et techniques,2021,76,34,812,4,2
Activites specialisees scientifiques et techniques,2021,76,46,92,4,2
Activites specialisees scientifiques et techniques,2021,76,48,21,4,2
Activites specialisees scientifiques et techniques,2021,76,65,177,4,2
Activites specialisees scientifiques et techniques,2021,76,66,215,4,2
Activites specialisees scientifiques et techniques,2021,76,81,187,4,2
Activites specialisees scientifiques et techniques,2021,76,82,125,4,2
Activites specialisees scientifiques et techniques,2021,84,1,273,4,2
Activites specialisees scientifiques et techniques,2021,84,3,166,4,2
Activites specialisees scientifiques et techniques,2021,84,7,167,4,2
Activites specialisees scientifiques et techniques,2021,84,15,81,4,2
Activites specialisees scientifiques et techniques,2021,84,26,220,4,2
Activites specialisees scientifiques et techniques,2021,84,38,611,4,2
Activites specialisees scientifiques et techniques,2021,84,42,245,4,2
Activites specialisees scientifiques et techniques,2021,84,43,83,4,2
Activites specialisees scientifiques et techniques,2021,84,63,265,4,2
Activites specialisees scientifiques et techniques,2021,84,69,1771,4,2
Activites specialisees scientifiques et techniques,2021,84,73,338,4,2
Activites specialisees scientifiques et techniques,2021,84,74,459,4,2
Activites specialisees scientifiques et techniques,2021,93,4,105,4,2
Activites specialisees scientifiques et techniques,2021,93,5,88,4,2
Activites specialisees scientifiques et techniques,2021,93,6,887,4,2
Activites specialisees scientifiques et techniques,2021,93,13,1389,4,2
Activites specialisees scientifiques et techniques,2021,93,83,440,4,2
Activites specialisees scientifiques et techniques,2021,93,84,260,4,2
Activites specialisees scientifiques et techniques,2021,94,2A,87,4,2
Activites specialisees scientifiques et techniques,2021,94,2B,77,4,2
Activites specialisees scientifiques et techniques,2017,1,971,82,4,2
Activites specialisees scientifiques et techniques,2017,2,972,88,4,2
Activites specialisees scientifiques et techniques,2017,3,973,26,4,2
Activites specialisees scientifiques et techniques,2017,4,974,172,4,2
Activites specialisees scientifiques et techniques,2017,6,976,13,4,2
Activites specialisees scientifiques et techniques,2017,11,75,3621,4,2
Activites specialisees scientifiques et techniques,2017,11,77,358,4,2
Activites specialisees scientifiques et techniques,2017,11,78,642,4,2
Activites specialisees scientifiques et techniques,2017,11,91,342,4,2
Activites specialisees scientifiques et techniques,2017,11,92,1219,4,2
Activites specialisees scientifiques et techniques,2017,11,93,580,4,2
Activites specialisees scientifiques et techniques,2017,11,94,571,4,2
Activites specialisees scientifiques et techniques,2017,11,95,353,4,2
Activites specialisees scientifiques et techniques,2017,24,18,50,4,2
Activites specialisees scientifiques et techniques,2017,24,28,169,4,2
Activites specialisees scientifiques et techniques,2017,24,36,50,4,2
Activites specialisees scientifiques et techniques,2017,24,37,114,4,2
Activites specialisees scientifiques et techniques,2017,24,41,61,4,2
Activites specialisees scientifiques et techniques,2017,24,45,122,4,2
Activites specialisees scientifiques et techniques,2017,27,21,110,4,2
Activites specialisees scientifiques et techniques,2017,27,25,94,4,2
Activites specialisees scientifiques et techniques,2017,27,39,80,4,2
Activites specialisees scientifiques et techniques,2017,27,58,50,4,2
Activites specialisees scientifiques et techniques,2017,27,70,57,4,2
Activites specialisees scientifiques et techniques,2017,27,71,106,4,2
Activites specialisees scientifiques et techniques,2017,27,89,68,4,2
Activites specialisees scientifiques et techniques,2017,27,90,36,4,2
Activites specialisees scientifiques et techniques,2017,28,14,128,4,2
Activites specialisees scientifiques et techniques,2017,28,27,84,4,2
Activites specialisees scientifiques et techniques,2017,28,50,80,4,2
Activites specialisees scientifiques et techniques,2017,28,61,75,4,2
Activites specialisees scientifiques et techniques,2017,28,76,214,4,2
Activites specialisees scientifiques et techniques,2017,32,2,109,4,2
Activites specialisees scientifiques et techniques,2017,32,59,478,4,2
Activites specialisees scientifiques et techniques,2017,32,60,176,4,2
Activites specialisees scientifiques et techniques,2017,32,62,252,4,2
Activites specialisees scientifiques et techniques,2017,32,80,96,4,2
Activites specialisees scientifiques et techniques,2017,44,8,51,4,2
Activites specialisees scientifiques et techniques,2017,44,10,41,4,2
Activites specialisees scientifiques et techniques,2017,44,51,138,4,2
Activites specialisees scientifiques et techniques,2017,44,52,30,4,2
Activites specialisees scientifiques et techniques,2017,44,54,119,4,2
Activites specialisees scientifiques et techniques,2017,44,55,8,4,2
Activites specialisees scientifiques et techniques,2017,44,57,121,4,2
Activites specialisees scientifiques et techniques,2017,44,67,247,4,2
Activites specialisees scientifiques et techniques,2017,44,68,99,4,2
Activites specialisees scientifiques et techniques,2017,44,88,74,4,2
Activites specialisees scientifiques et techniques,2017,44,88,1,4,2
Activites specialisees scientifiques et techniques,2017,52,44,402,4,2
Activites specialisees scientifiques et techniques,2017,52,49,131,4,2
Activites specialisees scientifiques et techniques,2017,52,53,53,4,2
Activites specialisees scientifiques et techniques,2017,52,72,93,4,2
Activites specialisees scientifiques et techniques,2017,52,85,175,4,2
Activites specialisees scientifiques et techniques,2017,52,44,1,4,2
Activites specialisees scientifiques et techniques,2017,53,22,91,4,2
Activites specialisees scientifiques et techniques,2017,53,29,141,4,2
Activites specialisees scientifiques et techniques,2017,53,35,250,4,2
Activites specialisees scientifiques et techniques,2017,53,56,140,4,2
Activites specialisees scientifiques et techniques,2017,75,16,94,4,2
Activites specialisees scientifiques et techniques,2017,75,17,144,4,2
Activites specialisees scientifiques et techniques,2017,75,19,63,4,2
Activites specialisees scientifiques et techniques,2017,75,23,18,4,2
Activites specialisees scientifiques et techniques,2017,75,24,77,4,2
Activites specialisees scientifiques et techniques,2017,75,33,624,4,2
Activites specialisees scientifiques et techniques,2017,75,40,87,4,2
Activites specialisees scientifiques et techniques,2017,75,47,53,4,2
Activites specialisees scientifiques et techniques,2017,75,64,172,4,2
Activites specialisees scientifiques et techniques,2017,75,79,51,4,2
Activites specialisees scientifiques et techniques,2017,75,86,78,4,2
Activites specialisees scientifiques et techniques,2017,75,87,83,4,2
Activites specialisees scientifiques et techniques,2017,76,9,42,4,2
Activites specialisees scientifiques et techniques,2017,76,11,130,4,2
Activites specialisees scientifiques et techniques,2017,76,12,50,4,2
Activites specialisees scientifiques et techniques,2017,76,30,240,4,2
Activites specialisees scientifiques et techniques,2017,76,31,470,4,2
Activites specialisees scientifiques et techniques,2017,76,32,88,4,2
Activites specialisees scientifiques et techniques,2017,76,34,336,4,2
Activites specialisees scientifiques et techniques,2017,76,46,50,4,2
Activites specialisees scientifiques et techniques,2017,76,48,15,4,2
Activites specialisees scientifiques et techniques,2017,76,65,86,4,2
Activites specialisees scientifiques et techniques,2017,76,66,106,4,2
Activites specialisees scientifiques et techniques,2017,76,81,88,4,2
Activites specialisees scientifiques et techniques,2017,76,82,55,4,2
Activites specialisees scientifiques et techniques,2017,76,9,1,4,2
Activites specialisees scientifiques et techniques,2017,84,1,130,4,2
Activites specialisees scientifiques et techniques,2017,84,3,73,4,2
Activites specialisees scientifiques et techniques,2017,84,7,62,4,2
Activites specialisees scientifiques et techniques,2017,84,15,46,4,2
Activites specialisees scientifiques et techniques,2017,84,26,108,4,2
Activites specialisees scientifiques et techniques,2017,84,38,314,4,2
Activites specialisees scientifiques et techniques,2017,84,42,125,4,2
Activites specialisees scientifiques et techniques,2017,84,43,42,4,2
Activites specialisees scientifiques et techniques,2017,84,63,138,4,2
Activites specialisees scientifiques et techniques,2017,84,69,918,4,2
Activites specialisees scientifiques et techniques,2017,84,73,183,4,2
Activites specialisees scientifiques et techniques,2017,84,74,224,4,2
Activites specialisees scientifiques et techniques,2017,93,4,43,4,2
Activites specialisees scientifiques et techniques,2017,93,5,49,4,2
Activites specialisees scientifiques et techniques,2017,93,6,414,4,2
Activites specialisees scientifiques et techniques,2017,93,13,622,4,2
Activites specialisees scientifiques et techniques,2017,93,83,229,4,2
Activites specialisees scientifiques et techniques,2017,93,84,130,4,2
Activites specialisees scientifiques et techniques,2017,94,2A,49,4,2
Activites specialisees scientifiques et techniques,2017,94,2B,34,4,2
Activites specialisees scientifiques et techniques,2018,1,971,99,4,2
Activites specialisees scientifiques et techniques,2018,2,972,135,4,2
Activites specialisees scientifiques et techniques,2018,3,973,37,4,2
Activites specialisees scientifiques et techniques,2018,4,974,203,4,2
Activites specialisees scientifiques et techniques,2018,6,976,8,4,2
Activites specialisees scientifiques et techniques,2018,11,75,4132,4,2
Activites specialisees scientifiques et techniques,2018,11,77,434,4,2
Activites specialisees scientifiques et techniques,2018,11,78,746,4,2
Activites specialisees scientifiques et techniques,2018,11,91,410,4,2
Activites specialisees scientifiques et techniques,2018,11,92,1454,4,2
Activites specialisees scientifiques et techniques,2018,11,93,793,4,2
Activites specialisees scientifiques et techniques,2018,11,94,801,4,2
Activites specialisees scientifiques et techniques,2018,11,95,448,4,2
Activites specialisees scientifiques et techniques,2018,24,18,50,4,2
Activites specialisees scientifiques et techniques,2018,24,28,163,4,2
Activites specialisees scientifiques et techniques,2018,24,36,48,4,2
Activites specialisees scientifiques et techniques,2018,24,37,130,4,2
Activites specialisees scientifiques et techniques,2018,24,41,64,4,2
Activites specialisees scientifiques et techniques,2018,24,45,130,4,2
Activites specialisees scientifiques et techniques,2018,27,21,154,4,2
Activites specialisees scientifiques et techniques,2018,27,25,106,4,2
Activites specialisees scientifiques et techniques,2018,27,39,96,4,2
Activites specialisees scientifiques et techniques,2018,27,58,42,4,2
Activites specialisees scientifiques et techniques,2018,27,70,90,4,2
Activites specialisees scientifiques et techniques,2018,27,71,92,4,2
Activites specialisees scientifiques et techniques,2018,27,89,72,4,2
Activites specialisees scientifiques et techniques,2018,27,90,31,4,2
Activites specialisees scientifiques et techniques,2018,28,14,134,4,2
Activites specialisees scientifiques et techniques,2018,28,27,99,4,2
Activites specialisees scientifiques et techniques,2018,28,50,108,4,2
Activites specialisees scientifiques et techniques,2018,28,61,75,4,2
Activites specialisees scientifiques et techniques,2018,28,76,242,4,2
Activites specialisees scientifiques et techniques,2018,32,2,116,4,2
Activites specialisees scientifiques et techniques,2018,32,59,541,4,2
Activites specialisees scientifiques et techniques,2018,32,60,206,4,2
Activites specialisees scientifiques et techniques,2018,32,62,255,4,2
Activites specialisees scientifiques et techniques,2018,32,80,98,4,2
Activites specialisees scientifiques et techniques,2018,32,62,2,4,2
Activites specialisees scientifiques et techniques,2018,44,8,47,4,2
Activites specialisees scientifiques et techniques,2018,44,10,56,4,2
Activites specialisees scientifiques et techniques,2018,44,51,178,4,2
Activites specialisees scientifiques et techniques,2018,44,52,26,4,2
Activites specialisees scientifiques et techniques,2018,44,54,165,4,2
Activites specialisees scientifiques et techniques,2018,44,55,21,4,2
Activites specialisees scientifiques et techniques,2018,44,57,146,4,2
Activites specialisees scientifiques et techniques,2018,44,67,314,4,2
Activites specialisees scientifiques et techniques,2018,44,68,138,4,2
Activites specialisees scientifiques et techniques,2018,44,88,72,4,2
Activites specialisees scientifiques et techniques,2018,52,44,443,4,2
Activites specialisees scientifiques et techniques,2018,52,49,156,4,2
Activites specialisees scientifiques et techniques,2018,52,53,64,4,2
Activites specialisees scientifiques et techniques,2018,52,72,101,4,2
Activites specialisees scientifiques et techniques,2018,52,85,226,4,2
Activites specialisees scientifiques et techniques,2018,52,44,2,4,2
Activites specialisees scientifiques et techniques,2018,53,22,94,4,2
Activites specialisees scientifiques et techniques,2018,53,29,145,4,2
Activites specialisees scientifiques et techniques,2018,53,35,307,4,2
