Secteur,trimestre,code_region,code_dep,nombre_creation
Activites financieres et d'assurance,42017,76,11,44
Activites financieres et d'assurance,42017,76,12,30
Activites financieres et d'assurance,42017,76,30,85
Activites financieres et d'assurance,42017,76,31,121
Activites financieres et d'assurance,42017,76,32,25
Activites financieres et d'assurance,42017,76,34,104
Activites financieres et d'assurance,42017,76,46,16
Activites financieres et d'assurance,42017,76,48,6
Activites financieres et d'assurance,42017,76,65,36
Activites financieres et d'assurance,42017,76,66,38
Activites financieres et d'assurance,42017,76,81,34
Activites financieres et d'assurance,42017,76,82,32
Activites financieres et d'assurance,42017,84,1,63
Activites financieres et d'assurance,42017,84,3,19
Activites financieres et d'assurance,42017,84,7,27
Activites financieres et d'assurance,42017,84,15,29
Activites financieres et d'assurance,42017,84,26,44
Activites financieres et d'assurance,42017,84,38,99
Activites financieres et d'assurance,42017,84,42,73
Activites financieres et d'assurance,42017,84,43,22
Activites financieres et d'assurance,42017,84,63,50
Activites financieres et d'assurance,42017,84,69,294
Activites financieres et d'assurance,42017,84,73,72
Activites financieres et d'assurance,42017,84,74,52
Activites financieres et d'assurance,42017,93,4,22
Activites financieres et d'assurance,42017,93,5,26
Activites financieres et d'assurance,42017,93,6,132
Activites financieres et d'assurance,42017,93,13,220
Activites financieres et d'assurance,42017,93,83,99
Activites financieres et d'assurance,42017,93,84,58
Activites financieres et d'assurance,42017,94,2A,16
Activites financieres et d'assurance,42017,94,2B,21
Activites financieres et d'assurance,42018,1,971,35
Activites financieres et d'assurance,42018,2,972,34
Activites financieres et d'assurance,42018,3,973,10
Activites financieres et d'assurance,42018,4,974,54
Activites financieres et d'assurance,42018,6,976,3
Activites financieres et d'assurance,42018,11,75,969
Activites financieres et d'assurance,42018,11,77,84
Activites financieres et d'assurance,42018,11,78,139
Activites financieres et d'assurance,42018,11,91,75
Activites financieres et d'assurance,42018,11,92,305
Activites financieres et d'assurance,42018,11,93,102
Activites financieres et d'assurance,42018,11,94,139
Activites financieres et d'assurance,42018,11,95,71
Activites financieres et d'assurance,42018,24,18,17
Activites financieres et d'assurance,42018,24,28,48
Activites financieres et d'assurance,42018,24,36,17
Activites financieres et d'assurance,42018,24,37,39
Activites financieres et d'assurance,42018,24,41,27
Activites financieres et d'assurance,42018,24,45,51
Activites financieres et d'assurance,42018,24,28,1
Activites financieres et d'assurance,42018,27,21,47
Activites financieres et d'assurance,42018,27,25,30
Activites financieres et d'assurance,42018,27,39,37
Activites financieres et d'assurance,42018,27,58,8
Activites financieres et d'assurance,42018,27,70,32
Activites financieres et d'assurance,42018,27,71,40
Activites financieres et d'assurance,42018,27,89,20
Activites financieres et d'assurance,42018,27,90,7
Activites financieres et d'assurance,42018,28,14,64
Activites financieres et d'assurance,42018,28,27,49
Activites financieres et d'assurance,42018,28,50,38
Activites financieres et d'assurance,42018,28,61,33
Activites financieres et d'assurance,42018,28,76,97
Activites financieres et d'assurance,42018,32,2,43
Activites financieres et d'assurance,42018,32,59,192
Activites financieres et d'assurance,42018,32,60,61
Activites financieres et d'assurance,42018,32,62,93
Activites financieres et d'assurance,42018,32,80,53
Activites financieres et d'assurance,42018,44,8,20
Activites financieres et d'assurance,42018,44,10,25
Activites financieres et d'assurance,42018,44,51,60
Activites financieres et d'assurance,42018,44,52,16
Activites financieres et d'assurance,42018,44,54,53
Activites financieres et d'assurance,42018,44,55,6
Activites financieres et d'assurance,42018,44,57,58
Activites financieres et d'assurance,42018,44,67,105
Activites financieres et d'assurance,42018,44,68,46
Activites financieres et d'assurance,42018,44,88,32
Activites financieres et d'assurance,42018,44,88,1
Activites financieres et d'assurance,42018,52,44,153
Activites financieres et d'assurance,42018,52,49,73
Activites financieres et d'assurance,42018,52,53,27
Activites financieres et d'assurance,42018,52,72,39
Activites financieres et d'assurance,42018,52,85,68
Activites financieres et d'assurance,42018,52,44,1
Activites financieres et d'assurance,42018,53,22,69
Activites financieres et d'assurance,42018,53,29,69
Activites financieres et d'assurance,42018,53,35,192
Activites financieres et d'assurance,42018,53,56,62
Activites financieres et d'assurance,42018,75,16,53
Activites financieres et d'assurance,42018,75,17,88
Activites financieres et d'assurance,42018,75,19,31
Activites financieres et d'assurance,42018,75,23,8
Activites financieres et d'assurance,42018,75,24,43
Activites financieres et d'assurance,42018,75,33,231
Activites financieres et d'assurance,42018,75,40,39
Activites financieres et d'assurance,42018,75,47,48
Activites financieres et d'assurance,42018,75,64,70
Activites financieres et d'assurance,42018,75,79,34
Activites financieres et d'assurance,42018,75,86,50
Activites financieres et d'assurance,42018,75,87,28
Activites financieres et d'assurance,42018,76,9,19
Activites financieres et d'assurance,42018,76,11,44
Activites financieres et d'assurance,42018,76,12,17
Activites financieres et d'assurance,42018,76,30,88
Activites financieres et d'assurance,42018,76,31,132
Activites financieres et d'assurance,42018,76,32,30
Activites financieres et d'assurance,42018,76,34,106
Activites financieres et d'assurance,42018,76,46,20
Activites financieres et d'assurance,42018,76,48,2
Activites financieres et d'assurance,42018,76,65,24
Activites financieres et d'assurance,42018,76,66,51
Activites financieres et d'assurance,42018,76,81,37
Activites financieres et d'assurance,42018,76,82,29
Activites financieres et d'assurance,42018,84,1,56
Activites financieres et d'assurance,42018,84,3,30
Activites financieres et d'assurance,42018,84,7,34
Activites financieres et d'assurance,42018,84,15,21
Activites financieres et d'assurance,42018,84,26,41
Activites financieres et d'assurance,42018,84,38,111
Activites financieres et d'assurance,42018,84,42,62
Activites financieres et d'assurance,42018,84,43,16
Activites financieres et d'assurance,42018,84,63,50
Activites financieres et d'assurance,42018,84,69,266
Activites financieres et d'assurance,42018,84,73,49
Activites financieres et d'assurance,42018,84,74,81
Activites financieres et d'assurance,42018,93,4,19
Activites financieres et d'assurance,42018,93,5,17
Activites financieres et d'assurance,42018,93,6,129
Activites financieres et d'assurance,42018,93,13,239
Activites financieres et d'assurance,42018,93,83,113
Activites financieres et d'assurance,42018,93,84,47
Activites financieres et d'assurance,42018,94,2A,14
Activites financieres et d'assurance,42018,94,2B,28
Activites financieres et d'assurance,42019,1,971,29
Activites financieres et d'assurance,42019,2,972,19
Activites financieres et d'assurance,42019,3,973,16
Activites financieres et d'assurance,42019,4,974,77
Activites financieres et d'assurance,42019,6,976,4
Activites financieres et d'assurance,42019,11,75,1131
Activites financieres et d'assurance,42019,11,77,122
Activites financieres et d'assurance,42019,11,78,196
Activites financieres et d'assurance,42019,11,91,107
Activites financieres et d'assurance,42019,11,92,310
Activites financieres et d'assurance,42019,11,93,127
Activites financieres et d'assurance,42019,11,94,156
Activites financieres et d'assurance,42019,11,95,111
Activites financieres et d'assurance,42019,24,18,23
Activites financieres et d'assurance,42019,24,28,68
Activites financieres et d'assurance,42019,24,36,13
Activites financieres et d'assurance,42019,24,37,58
Activites financieres et d'assurance,42019,24,41,30
Activites financieres et d'assurance,42019,24,45,40
Activites financieres et d'assurance,42019,27,21,63
Activites financieres et d'assurance,42019,27,25,44
Activites financieres et d'assurance,42019,27,39,39
Activites financieres et d'assurance,42019,27,58,13
Activites financieres et d'assurance,42019,27,70,44
Activites financieres et d'assurance,42019,27,71,42
Activites financieres et d'assurance,42019,27,89,35
Activites financieres et d'assurance,42019,27,90,14
Activites financieres et d'assurance,42019,28,14,94
Activites financieres et d'assurance,42019,28,27,64
Activites financieres et d'assurance,42019,28,50,56
Activites financieres et d'assurance,42019,28,61,42
Activites financieres et d'assurance,42019,28,76,136
Activites financieres et d'assurance,42019,32,2,58
Activites financieres et d'assurance,42019,32,59,203
Activites financieres et d'assurance,42019,32,60,103
Activites financieres et d'assurance,42019,32,62,124
Activites financieres et d'assurance,42019,32,80,74
Activites financieres et d'assurance,42019,44,8,30
Activites financieres et d'assurance,42019,44,10,34
Activites financieres et d'assurance,42019,44,51,84
Activites financieres et d'assurance,42019,44,52,18
Activites financieres et d'assurance,42019,44,54,62
Activites financieres et d'assurance,42019,44,55,14
Activites financieres et d'assurance,42019,44,57,72
Activites financieres et d'assurance,42019,44,67,139
Activites financieres et d'assurance,42019,44,68,70
Activites financieres et d'assurance,42019,44,88,43
Activites financieres et d'assurance,42019,52,44,190
Activites financieres et d'assurance,42019,52,49,87
Activites financieres et d'assurance,42019,52,53,45
Activites financieres et d'assurance,42019,52,72,35
Activites financieres et d'assurance,42019,52,85,78
Activites financieres et d'assurance,42019,53,22,56
Activites financieres et d'assurance,42019,53,29,86
Activites financieres et d'assurance,42019,53,35,166
Activites financieres et d'assurance,42019,53,56,92
Activites financieres et d'assurance,42019,75,16,66
Activites financieres et d'assurance,42019,75,17,89
Activites financieres et d'assurance,42019,75,19,38
Activites financieres et d'assurance,42019,75,23,8
Activites financieres et d'assurance,42019,75,24,41
Activites financieres et d'assurance,42019,75,33,331
Activites financieres et d'assurance,42019,75,40,48
Activites financieres et d'assurance,42019,75,47,40
Activites financieres et d'assurance,42019,75,64,79
Activites financieres et d'assurance,42019,75,79,46
Activites financieres et d'assurance,42019,75,86,60
Activites financieres et d'assurance,42019,75,87,44
Activites financieres et d'assurance,42019,76,9,27
Activites financieres et d'assurance,42019,76,11,43
Activites financieres et d'assurance,42019,76,12,25
Activites financieres et d'assurance,42019,76,30,105
Activites financieres et d'assurance,42019,76,31,175
Activites financieres et d'assurance,42019,76,32,30
Activites financieres et d'assurance,42019,76,34,134
Activites financieres et d'assurance,42019,76,46,25
Activites financieres et d'assurance,42019,76,48,2
Activites financieres et d'assurance,42019,76,65,53
Activites financieres et d'assurance,42019,76,66,61
Activites financieres et d'assurance,42019,76,81,44
Activites financieres et d'assurance,42019,76,82,44
Activites financieres et d'assurance,42019,84,1,51
Activites financieres et d'assurance,42019,84,3,26
Activites financieres et d'assurance,42019,84,7,30
Activites financieres et d'assurance,42019,84,15,24
Activites financieres et d'assurance,42019,84,26,60
Activites financieres et d'assurance,42019,84,38,120
Activites financieres et d'assurance,42019,84,42,87
Activites financieres et d'assurance,42019,84,43,19
Activites financieres et d'assurance,42019,84,63,65
Activites financieres et d'assurance,42019,84,69,275
Activites financieres et d'assurance,42019,84,73,68
Activites financieres et d'assurance,42019,84,74,88
Activites financieres et d'assurance,42019,93,4,22
Activites financieres et d'assurance,42019,93,5,33
Activites financieres et d'assurance,42019,93,6,163
Activites financieres et d'assurance,42019,93,13,264
Activites financieres et d'assurance,42019,93,83,116
Activites financieres et d'assurance,42019,93,84,61
Activites financieres et d'assurance,42019,94,2A,26
Activites financieres et d'assurance,42019,94,2B,30
Activites financieres et d'assurance,42020,1,971,45
Activites financieres et d'assurance,42020,2,972,54
Activites financieres et d'assurance,42020,3,973,23
Activites financieres et d'assurance,42020,4,974,75
Activites financieres et d'assurance,42020,6,976,3
Activites financieres et d'assurance,42020,11,75,1229
Activites financieres et d'assurance,42020,11,77,147
Activites financieres et d'assurance,42020,11,78,166
Activites financieres et d'assurance,42020,11,91,114
Activites financieres et d'assurance,42020,11,92,349
Activites financieres et d'assurance,42020,11,93,140
Activites financieres et d'assurance,42020,11,94,179
Activites financieres et d'assurance,42020,11,95,137
Activites financieres et d'assurance,42020,24,18,31
Activites financieres et d'assurance,42020,24,28,68
Activites financieres et d'assurance,42020,24,36,20
Activites financieres et d'assurance,42020,24,37,68
Activites financieres et d'assurance,42020,24,41,41
Activites financieres et d'assurance,42020,24,45,56
Activites financieres et d'assurance,42020,27,21,75
Activites financieres et d'assurance,42020,27,25,59
Activites financieres et d'assurance,42020,27,39,33
Activites financieres et d'assurance,42020,27,58,20
Activites financieres et d'assurance,42020,27,70,43
Activites financieres et d'assurance,42020,27,71,53
Activites financieres et d'assurance,42020,27,89,37
Activites financieres et d'assurance,42020,27,90,12
Activites financieres et d'assurance,42020,28,14,144
Activites financieres et d'assurance,42020,28,27,55
Activites financieres et d'assurance,42020,28,50,74
Activites financieres et d'assurance,42020,28,61,45
Activites financieres et d'assurance,42020,28,76,113
Activites financieres et d'assurance,42020,28,14,2
Activites financieres et d'assurance,42020,32,2,45
Activites financieres et d'assurance,42020,32,59,251
Activites financieres et d'assurance,42020,32,60,77
Activites financieres et d'assurance,42020,32,62,127
Activites financieres et d'assurance,42020,32,80,71
Activites financieres et d'assurance,42020,32,62,1
Activites financieres et d'assurance,42020,44,8,34
Activites financieres et d'assurance,42020,44,10,27
Activites financieres et d'assurance,42020,44,51,96
Activites financieres et d'assurance,42020,44,52,13
Activites financieres et d'assurance,42020,44,54,58
Activites financieres et d'assurance,42020,44,55,11
Activites financieres et d'assurance,42020,44,57,75
Activites financieres et d'assurance,42020,44,67,143
Activites financieres et d'assurance,42020,44,68,53
Activites financieres et d'assurance,42020,44,88,31
Activites financieres et d'assurance,42020,52,44,184
Activites financieres et d'assurance,42020,52,49,88
Activites financieres et d'assurance,42020,52,53,33
Activites financieres et d'assurance,42020,52,72,63
Activites financieres et d'assurance,42020,52,85,79
Activites financieres et d'assurance,42020,52,44,2
Activites financieres et d'assurance,42020,53,22,61
Activites financieres et d'assurance,42020,53,29,91
Activites financieres et d'assurance,42020,53,35,224
Activites financieres et d'assurance,42020,53,56,92
Activites financieres et d'assurance,42020,75,16,71
Activites financieres et d'assurance,42020,75,17,110
Activites financieres et d'assurance,42020,75,19,25
Activites financieres et d'assurance,42020,75,23,18
Activites financieres et d'assurance,42020,75,24,53
Activites financieres et d'assurance,42020,75,33,291
Activites financieres et d'assurance,42020,75,40,55
Activites financieres et d'assurance,42020,75,47,42
Activites financieres et d'assurance,42020,75,64,101
Activites financieres et d'assurance,42020,75,79,48
Activites financieres et d'assurance,42020,75,86,65
Activites financieres et d'assurance,42020,75,87,45
Activites financieres et d'assurance,42020,75,33,1
Activites financieres et d'assurance,42020,76,9,33
Activites financieres et d'assurance,42020,76,11,64
Activites financieres et d'assurance,42020,76,12,18
Activites financieres et d'assurance,42020,76,30,121
Activites financieres et d'assurance,42020,76,31,216
Activites financieres et d'assurance,42020,76,32,57
Activites financieres et d'assurance,42020,76,34,156
Activites financieres et d'assurance,42020,76,46,24
Activites financieres et d'assurance,42020,76,48,5
Activites financieres et d'assurance,42020,76,65,48
Activites financieres et d'assurance,42020,76,66,50
Activites financieres et d'assurance,42020,76,81,62
Activites financieres et d'assurance,42020,76,82,40
Activites financieres et d'assurance,42020,84,1,66
Activites financieres et d'assurance,42020,84,3,41
Activites financieres et d'assurance,42020,84,7,37
Activites financieres et d'assurance,42020,84,15,23
Activites financieres et d'assurance,42020,84,26,74
Activites financieres et d'assurance,42020,84,38,132
Activites financieres et d'assurance,42020,84,42,84
Activites financieres et d'assurance,42020,84,43,21
Activites financieres et d'assurance,42020,84,63,57
Activites financieres et d'assurance,42020,84,69,344
Activites financieres et d'assurance,42020,84,73,80
Activites financieres et d'assurance,42020,84,74,106
Activites financieres et d'assurance,42020,93,4,19
Activites financieres et d'assurance,42020,93,5,25
Activites financieres et d'assurance,42020,93,6,191
Activites financieres et d'assurance,42020,93,13,351
Activites financieres et d'assurance,42020,93,83,129
Activites financieres et d'assurance,42020,93,84,67
Activites financieres et d'assurance,42020,94,2A,30
Activites financieres et d'assurance,42020,94,2B,23
Activites financieres et d'assurance,42021,1,971,39
Activites financieres et d'assurance,42021,2,972,65
Activites financieres et d'assurance,42021,3,973,14
Activites financieres et d'assurance,42021,4,974,94
Activites financieres et d'assurance,42021,6,976,8
Activites financieres et d'assurance,42021,11,75,1507
Activites financieres et d'assurance,42021,11,77,171
Activites financieres et d'assurance,42021,11,78,197
Activites financieres et d'assurance,42021,11,91,140
Activites financieres et d'assurance,42021,11,92,391
Activites financieres et d'assurance,42021,11,93,196
Activites financieres et d'assurance,42021,11,94,189
Activites financieres et d'assurance,42021,11,95,148
Activites financieres et d'assurance,42021,24,18,31
Activites financieres et d'assurance,42021,24,28,92
Activites financieres et d'assurance,42021,24,36,26
Activites financieres et d'assurance,42021,24,37,99
Activites financieres et d'assurance,42021,24,41,43
Activites financieres et d'assurance,42021,24,45,62
Activites financieres et d'assurance,42021,27,21,73
Activites financieres et d'assurance,42021,27,25,68
Activites financieres et d'assurance,42021,27,39,55
Activites financieres et d'assurance,42021,27,58,26
Activites financieres et d'assurance,42021,27,70,37
Activites financieres et d'assurance,42021,27,71,71
Activites financieres et d'assurance,42021,27,89,51
Activites financieres et d'assurance,42021,27,90,15
Activites financieres et d'assurance,42021,28,14,124
Activites financieres et d'assurance,42021,28,27,65
Activites financieres et d'assurance,42021,28,50,73
Activites financieres et d'assurance,42021,28,61,37
Activites financieres et d'assurance,42021,28,76,127
Activites financieres et d'assurance,42021,32,2,72
Activites financieres et d'assurance,42021,32,59,263
Activites financieres et d'assurance,42021,32,60,89
Activites financieres et d'assurance,42021,32,62,133
Activites financieres et d'assurance,42021,32,80,83
Activites financieres et d'assurance,42021,44,8,29
Activites financieres et d'assurance,42021,44,10,37
Activites financieres et d'assurance,42021,44,51,105
Activites financieres et d'assurance,42021,44,52,25
Activites financieres et d'assurance,42021,44,54,92
Activites financieres et d'assurance,42021,44,55,8
Activites financieres et d'assurance,42021,44,57,110
Activites financieres et d'assurance,42021,44,67,171
Activites financieres et d'assurance,42021,44,68,72
Activites financieres et d'assurance,42021,44,88,42
Activites financieres et d'assurance,42021,52,44,212
Activites financieres et d'assurance,42021,52,49,85
Activites financieres et d'assurance,42021,52,53,41
Activites financieres et d'assurance,42021,52,72,57
Activites financieres et d'assurance,42021,52,85,113
Activites financieres et d'assurance,42021,52,44,1
Activites financieres et d'assurance,42021,53,22,76
Activites financieres et d'assurance,42021,53,29,98
Activites financieres et d'assurance,42021,53,35,237
Activites financieres et d'assurance,42021,53,56,102
Activites financieres et d'assurance,42021,75,16,101
Activites financieres et d'assurance,42021,75,17,125
Activites financieres et d'assurance,42021,75,19,52
Activites financieres et d'assurance,42021,75,23,18
Activites financieres et d'assurance,42021,75,24,75
Activites financieres et d'assurance,42021,75,33,352
Activites financieres et d'assurance,42021,75,40,64
Activites financieres et d'assurance,42021,75,47,58
Activites financieres et d'assurance,42021,75,64,99
Activites financieres et d'assurance,42021,75,79,44
Activites financieres et d'assurance,42021,75,86,69
Activites financieres et d'assurance,42021,75,87,48
Activites financieres et d'assurance,42021,76,9,32
Activites financieres et d'assurance,42021,76,11,73
Activites financieres et d'assurance,42021,76,12,19
Activites financieres et d'assurance,42021,76,30,154
Activites financieres et d'assurance,42021,76,31,235
Activites financieres et d'assurance,42021,76,32,57
Activites financieres et d'assurance,42021,76,34,204
Activites financieres et d'assurance,42021,76,46,38
Activites financieres et d'assurance,42021,76,48,5
Activites financieres et d'assurance,42021,76,65,48
Activites financieres et d'assurance,42021,76,66,58
Activites financieres et d'assurance,42021,76,81,67
Activites financieres et d'assurance,42021,76,82,34
Activites financieres et d'assurance,42021,84,1,70
Activites financieres et d'assurance,42021,84,3,50
Activites financieres et d'assurance,42021,84,7,58
Activites financieres et d'assurance,42021,84,15,29
Activites financieres et d'assurance,42021,84,26,72
Activites financieres et d'assurance,42021,84,38,132
Activites financieres et d'assurance,42021,84,42,101
Activites financieres et d'assurance,42021,84,43,33
Activites financieres et d'assurance,42021,84,63,78
Activites financieres et d'assurance,42021,84,69,376
Activites financieres et d'assurance,42021,84,73,75
Activites financieres et d'assurance,42021,84,74,115
Activites financieres et d'assurance,42021,93,4,28
Activites financieres et d'assurance,42021,93,5,27
Activites financieres et d'assurance,42021,93,6,181
Activites financieres et d'assurance,42021,93,13,367
Activites financieres et d'assurance,42021,93,83,141
Activites financieres et d'assurance,42021,93,84,63
Activites financieres et d'assurance,42021,94,2A,33
Activites financieres et d'assurance,42021,94,2B,23
Activites financieres et d'assurance,42022,1,971,43
Activites financieres et d'assurance,42022,2,972,47
Activites financieres et d'assurance,42022,3,973,21
Activites financieres et d'assurance,42022,4,974,103
Activites financieres et d'assurance,42022,6,976,3
Activites financieres et d'assurance,42022,11,75,1376
Activites financieres et d'assurance,42022,11,77,179
Activites financieres et d'assurance,42022,11,78,179
Activites financieres et d'assurance,42022,11,91,123
Activites financieres et d'assurance,42022,11,92,347
Activites financieres et d'assurance,42022,11,93,200
Activites financieres et d'assurance,42022,11,94,211
Activites financieres et d'assurance,42022,11,95,132
Activites financieres et d'assurance,42022,24,18,39
Activites financieres et d'assurance,42022,24,28,74
Activites financieres et d'assurance,42022,24,36,21
Activites financieres et d'assurance,42022,24,37,89
Activites financieres et d'assurance,42022,24,41,44
Activites financieres et d'assurance,42022,24,45,73
Activites financieres et d'assurance,42022,27,21,101
Activites financieres et d'assurance,42022,27,25,72
Activites financieres et d'assurance,42022,27,39,53
Activites financieres et d'assurance,42022,27,58,30
Activites financieres et d'assurance,42022,27,70,50
Activites financieres et d'assurance,42022,27,71,102
Activites financieres et d'assurance,42022,27,89,37
Activites financieres et d'assurance,42022,27,90,18
Activites financieres et d'assurance,42022,28,14,99
Activites financieres et d'assurance,42022,28,27,60
Activites financieres et d'assurance,42022,28,50,80
Activites financieres et d'assurance,42022,28,61,65
Activites financieres et d'assurance,42022,28,76,129
Activites financieres et d'assurance,42022,28,14,1
Activites financieres et d'assurance,42022,32,2,72
Activites financieres et d'assurance,42022,32,59,301
Activites financieres et d'assurance,42022,32,60,107
Activites financieres et d'assurance,42022,32,62,141
Activites financieres et d'assurance,42022,32,80,66
Activites financieres et d'assurance,42022,44,8,35
Activites financieres et d'assurance,42022,44,10,39
Activites financieres et d'assurance,42022,44,51,109
Activites financieres et d'assurance,42022,44,52,25
Activites financieres et d'assurance,42022,44,54,102
Activites financieres et d'assurance,42022,44,55,8
Activites financieres et d'assurance,42022,44,57,102
Activites financieres et d'assurance,42022,44,67,185
Activites financieres et d'assurance,42022,44,68,91
Activites financieres et d'assurance,42022,44,88,50
Activites financieres et d'assurance,42022,44,88,1
Activites financieres et d'assurance,42022,52,44,235
Activites financieres et d'assurance,42022,52,49,111
Activites financieres et d'assurance,42022,52,53,43
Activites financieres et d'assurance,42022,52,72,57
Activites financieres et d'assurance,42022,52,85,125
Activites financieres et d'assurance,42022,52,44,2
Activites financieres et d'assurance,42022,53,22,65
Activites financieres et d'assurance,42022,53,29,94
Activites financieres et d'assurance,42022,53,35,207
Activites financieres et d'assurance,42022,53,56,107
Activites financieres et d'assurance,42022,75,16,78
Activites financieres et d'assurance,42022,75,17,131
Activites financieres et d'assurance,42022,75,19,50
Activites financieres et d'assurance,42022,75,23,19
Activites financieres et d'assurance,42022,75,24,55
Activites financieres et d'assurance,42022,75,33,345
Activites financieres et d'assurance,42022,75,40,76
Activites financieres et d'assurance,42022,75,47,56
Activites financieres et d'assurance,42022,75,64,123
Activites financieres et d'assurance,42022,75,79,57
Activites financieres et d'assurance,42022,75,86,58
Activites financieres et d'assurance,42022,75,87,55
Activites financieres et d'assurance,42022,76,9,32
Activites financieres et d'assurance,42022,76,11,86
Activites financieres et d'assurance,42022,76,12,30
Activites financieres et d'assurance,42022,76,30,154
Activites financieres et d'assurance,42022,76,31,191
Activites financieres et d'assurance,42022,76,32,49
Activites financieres et d'assurance,42022,76,34,229
Activites financieres et d'assurance,42022,76,46,26
Activites financieres et d'assurance,42022,76,48,8
Activites financieres et d'assurance,42022,76,65,46
Activites financieres et d'assurance,42022,76,66,75
Activites financieres et d'assurance,42022,76,81,62
Activites financieres et d'assurance,42022,76,82,43
Activites financieres et d'assurance,42022,84,1,96
Activites financieres et d'assurance,42022,84,3,44
Activites financieres et d'assurance,42022,84,7,55
Activites financieres et d'assurance,42022,84,15,31
Activites financieres et d'assurance,42022,84,26,69
Activites financieres et d'assurance,42022,84,38,168
Activites financieres et d'assurance,42022,84,42,103
Activites financieres et d'assurance,42022,84,43,30
Activites financieres et d'assurance,42022,84,63,96
Activites financieres et d'assurance,42022,84,69,418
Activites financieres et d'assurance,42022,84,73,87
Activites financieres et d'assurance,42022,84,74,118
Activites financieres et d'assurance,42022,93,4,24
Activites financieres et d'assurance,42022,93,5,31
Activites financieres et d'assurance,42022,93,6,171
Activites financieres et d'assurance,42022,93,13,355
Activites financieres et d'assurance,42022,93,83,122
Activites financieres et d'assurance,42022,93,84,69
Activites financieres et d'assurance,42022,94,2A,24
Activites financieres et d'assurance,42022,94,2B,21
Activites immobilieres,12017,1,971,322
Activites immobilieres,12017,2,972,291
Activites immobilieres,12017,3,973,48
Activites immobilieres,12017,4,974,321
Activites immobilieres,12017,6,976,18
Activites immobilieres,12017,11,75,3303
Activites immobilieres,12017,11,77,674
Activites immobilieres,12017,11,78,685
Activites immobilieres,12017,11,91,614
Activites immobilieres,12017,11,92,1273
Activites immobilieres,12017,11,93,622
Activites immobilieres,12017,11,94,694
Activites immobilieres,12017,11,95,514
Activites immobilieres,12017,24,18,140
Activites immobilieres,12017,24,28,227
Activites immobilieres,12017,24,36,125
Activites immobilieres,12017,24,37,335
Activites immobilieres,12017,24,41,195
Activites immobilieres,12017,24,45,310
Activites immobilieres,12017,24,28,3
Activites immobilieres,12017,27,21,373
Activites immobilieres,12017,27,25,299
Activites immobilieres,12017,27,39,219
Activites immobilieres,12017,27,58,130
Activites immobilieres,12017,27,70,241
Activites immobilieres,12017,27,71,293
Activites immobilieres,12017,27,89,198
Activites immobilieres,12017,27,90,77
Activites immobilieres,12017,28,14,436
Activites immobilieres,12017,28,27,246
Activites immobilieres,12017,28,50,274
Activites immobilieres,12017,28,61,186
Activites immobilieres,12017,28,76,495
Activites immobilieres,12017,32,2,306
Activites immobilieres,12017,32,59,1080
Activites immobilieres,12017,32,60,397
Activites immobilieres,12017,32,62,608
Activites immobilieres,12017,32,80,316
Activites immobilieres,12017,32,62,3
Activites immobilieres,12017,44,8,162
Activites immobilieres,12017,44,10,127
Activites immobilieres,12017,44,51,399
Activites immobilieres,12017,44,52,85
Activites immobilieres,12017,44,54,352
Activites immobilieres,12017,44,55,52
Activites immobilieres,12017,44,57,491
Activites immobilieres,12017,44,67,753
Activites immobilieres,12017,44,68,459
Activites immobilieres,12017,44,88,245
Activites immobilieres,12017,44,88,3
Activites immobilieres,12017,52,44,792
Activites immobilieres,12017,52,49,371
Activites immobilieres,12017,52,53,181
Activites immobilieres,12017,52,72,196
Activites immobilieres,12017,52,85,480
Activites immobilieres,12017,52,44,1
Activites immobilieres,12017,53,22,310
Activites immobilieres,12017,53,29,455
Activites immobilieres,12017,53,35,605
Activites immobilieres,12017,53,56,427
Activites immobilieres,12017,75,16,295
Activites immobilieres,12017,75,17,660
Activites immobilieres,12017,75,19,192
Activites immobilieres,12017,75,23,77
Activites immobilieres,12017,75,24,303
Activites immobilieres,12017,75,33,1253
Activites immobilieres,12017,75,40,364
Activites immobilieres,12017,75,47,206
Activites immobilieres,12017,75,64,491
Activites immobilieres,12017,75,79,188
Activites immobilieres,12017,75,86,282
Activites immobilieres,12017,75,87,202
Activites immobilieres,12017,75,40,2
Activites immobilieres,12017,76,9,170
Activites immobilieres,12017,76,11,374
Activites immobilieres,12017,76,12,132
Activites immobilieres,12017,76,30,574
Activites immobilieres,12017,76,31,962
Activites immobilieres,12017,76,32,239
Activites immobilieres,12017,76,34,924
Activites immobilieres,12017,76,46,131
Activites immobilieres,12017,76,48,43
Activites immobilieres,12017,76,65,287
Activites immobilieres,12017,76,66,433
Activites immobilieres,12017,76,81,247
Activites immobilieres,12017,76,82,207
Activites immobilieres,12017,76,9,1
Activites immobilieres,12017,84,1,310
Activites immobilieres,12017,84,3,172
Activites immobilieres,12017,84,7,223
Activites immobilieres,12017,84,15,137
Activites immobilieres,12017,84,26,291
Activites immobilieres,12017,84,38,723
Activites immobilieres,12017,84,42,370
Activites immobilieres,12017,84,43,152
Activites immobilieres,12017,84,63,401
Activites immobilieres,12017,84,69,1373
Activites immobilieres,12017,84,73,707
Activites immobilieres,12017,84,74,919
Activites immobilieres,12017,93,4,191
Activites immobilieres,12017,93,5,156
Activites immobilieres,12017,93,6,1424
Activites immobilieres,12017,93,13,1338
Activites immobilieres,12017,93,83,871
Activites immobilieres,12017,93,84,352
