Secteur,trimestre,code_region,code_dep,nombre_defaut
Commerce reparation d'automobiles et de motocycles,2018,76,82,74
Commerce reparation d'automobiles et de motocycles,2018,76,9,15
Commerce reparation d'automobiles et de motocycles,2018,84,1,89
Commerce reparation d'automobiles et de motocycles,2018,84,15,20
Commerce reparation d'automobiles et de motocycles,2018,84,26,96
Commerce reparation d'automobiles et de motocycles,2018,84,3,47
Commerce reparation d'automobiles et de motocycles,2018,84,38,208
Commerce reparation d'automobiles et de motocycles,2018,84,42,147
Commerce reparation d'automobiles et de motocycles,2018,84,43,32
Commerce reparation d'automobiles et de motocycles,2018,84,63,104
Commerce reparation d'automobiles et de motocycles,2018,84,69,311
Commerce reparation d'automobiles et de motocycles,2018,84,7,50
Commerce reparation d'automobiles et de motocycles,2018,84,73,67
Commerce reparation d'automobiles et de motocycles,2018,84,74,118
Commerce reparation d'automobiles et de motocycles,2018,93,13,455
Commerce reparation d'automobiles et de motocycles,2018,93,4,31
Commerce reparation d'automobiles et de motocycles,2018,93,5,29
Commerce reparation d'automobiles et de motocycles,2018,93,6,249
Commerce reparation d'automobiles et de motocycles,2018,93,83,226
Commerce reparation d'automobiles et de motocycles,2018,93,84,134
Commerce reparation d'automobiles et de motocycles,2018,94,2A,29
Commerce reparation d'automobiles et de motocycles,2018,94,2B,36
Commerce reparation d'automobiles et de motocycles,2019,1,971,49
Commerce reparation d'automobiles et de motocycles,2019,2,972,56
Commerce reparation d'automobiles et de motocycles,2019,3,973,10
Commerce reparation d'automobiles et de motocycles,2019,4,974,129
Commerce reparation d'automobiles et de motocycles,2019,11,75,562
Commerce reparation d'automobiles et de motocycles,2019,11,77,192
Commerce reparation d'automobiles et de motocycles,2019,11,78,187
Commerce reparation d'automobiles et de motocycles,2019,11,91,164
Commerce reparation d'automobiles et de motocycles,2019,11,92,179
Commerce reparation d'automobiles et de motocycles,2019,11,93,481
Commerce reparation d'automobiles et de motocycles,2019,11,94,170
Commerce reparation d'automobiles et de motocycles,2019,11,95,173
Commerce reparation d'automobiles et de motocycles,2019,24,18,43
Commerce reparation d'automobiles et de motocycles,2019,24,28,89
Commerce reparation d'automobiles et de motocycles,2019,24,36,20
Commerce reparation d'automobiles et de motocycles,2019,24,37,77
Commerce reparation d'automobiles et de motocycles,2019,24,41,40
Commerce reparation d'automobiles et de motocycles,2019,24,45,98
Commerce reparation d'automobiles et de motocycles,2019,27,21,51
Commerce reparation d'automobiles et de motocycles,2019,27,25,90
Commerce reparation d'automobiles et de motocycles,2019,27,39,44
Commerce reparation d'automobiles et de motocycles,2019,27,58,25
Commerce reparation d'automobiles et de motocycles,2019,27,70,22
Commerce reparation d'automobiles et de motocycles,2019,27,71,83
Commerce reparation d'automobiles et de motocycles,2019,27,89,64
Commerce reparation d'automobiles et de motocycles,2019,27,90,21
Commerce reparation d'automobiles et de motocycles,2019,28,14,124
Commerce reparation d'automobiles et de motocycles,2019,28,27,78
Commerce reparation d'automobiles et de motocycles,2019,28,50,70
Commerce reparation d'automobiles et de motocycles,2019,28,61,31
Commerce reparation d'automobiles et de motocycles,2019,28,76,175
Commerce reparation d'automobiles et de motocycles,2019,32,2,60
Commerce reparation d'automobiles et de motocycles,2019,32,59,439
Commerce reparation d'automobiles et de motocycles,2019,32,60,108
Commerce reparation d'automobiles et de motocycles,2019,32,62,216
Commerce reparation d'automobiles et de motocycles,2019,32,80,68
Commerce reparation d'automobiles et de motocycles,2019,44,10,48
Commerce reparation d'automobiles et de motocycles,2019,44,51,82
Commerce reparation d'automobiles et de motocycles,2019,44,52,21
Commerce reparation d'automobiles et de motocycles,2019,44,54,121
Commerce reparation d'automobiles et de motocycles,2019,44,55,25
Commerce reparation d'automobiles et de motocycles,2019,44,57,99
Commerce reparation d'automobiles et de motocycles,2019,44,67,191
Commerce reparation d'automobiles et de motocycles,2019,44,68,167
Commerce reparation d'automobiles et de motocycles,2019,44,8,48
Commerce reparation d'automobiles et de motocycles,2019,44,88,80
Commerce reparation d'automobiles et de motocycles,2019,52,44,170
Commerce reparation d'automobiles et de motocycles,2019,52,49,89
Commerce reparation d'automobiles et de motocycles,2019,52,53,28
Commerce reparation d'automobiles et de motocycles,2019,52,72,57
Commerce reparation d'automobiles et de motocycles,2019,52,85,84
Commerce reparation d'automobiles et de motocycles,2019,53,22,73
Commerce reparation d'automobiles et de motocycles,2019,53,29,111
Commerce reparation d'automobiles et de motocycles,2019,53,35,126
Commerce reparation d'automobiles et de motocycles,2019,53,56,111
Commerce reparation d'automobiles et de motocycles,2019,75,16,45
Commerce reparation d'automobiles et de motocycles,2019,75,17,91
Commerce reparation d'automobiles et de motocycles,2019,75,19,40
Commerce reparation d'automobiles et de motocycles,2019,75,23,13
Commerce reparation d'automobiles et de motocycles,2019,75,24,68
Commerce reparation d'automobiles et de motocycles,2019,75,33,273
Commerce reparation d'automobiles et de motocycles,2019,75,40,71
Commerce reparation d'automobiles et de motocycles,2019,75,47,43
Commerce reparation d'automobiles et de motocycles,2019,75,64,112
Commerce reparation d'automobiles et de motocycles,2019,75,79,33
Commerce reparation d'automobiles et de motocycles,2019,75,86,50
Commerce reparation d'automobiles et de motocycles,2019,75,87,72
Commerce reparation d'automobiles et de motocycles,2019,76,11,68
Commerce reparation d'automobiles et de motocycles,2019,76,12,27
Commerce reparation d'automobiles et de motocycles,2019,76,30,149
Commerce reparation d'automobiles et de motocycles,2019,76,31,180
Commerce reparation d'automobiles et de motocycles,2019,76,32,31
Commerce reparation d'automobiles et de motocycles,2019,76,34,217
Commerce reparation d'automobiles et de motocycles,2019,76,46,20
Commerce reparation d'automobiles et de motocycles,2019,76,48,6
Commerce reparation d'automobiles et de motocycles,2019,76,65,37
Commerce reparation d'automobiles et de motocycles,2019,76,66,107
Commerce reparation d'automobiles et de motocycles,2019,76,81,63
Commerce reparation d'automobiles et de motocycles,2019,76,82,52
Commerce reparation d'automobiles et de motocycles,2019,76,9,18
Commerce reparation d'automobiles et de motocycles,2019,84,1,93
Commerce reparation d'automobiles et de motocycles,2019,84,15,23
Commerce reparation d'automobiles et de motocycles,2019,84,26,73
Commerce reparation d'automobiles et de motocycles,2019,84,3,37
Commerce reparation d'automobiles et de motocycles,2019,84,38,200
Commerce reparation d'automobiles et de motocycles,2019,84,42,139
Commerce reparation d'automobiles et de motocycles,2019,84,43,29
Commerce reparation d'automobiles et de motocycles,2019,84,63,80
Commerce reparation d'automobiles et de motocycles,2019,84,69,336
Commerce reparation d'automobiles et de motocycles,2019,84,7,33
Commerce reparation d'automobiles et de motocycles,2019,84,73,103
Commerce reparation d'automobiles et de motocycles,2019,84,74,116
Commerce reparation d'automobiles et de motocycles,2019,93,13,428
Commerce reparation d'automobiles et de motocycles,2019,93,4,26
Commerce reparation d'automobiles et de motocycles,2019,93,5,23
Commerce reparation d'automobiles et de motocycles,2019,93,6,268
Commerce reparation d'automobiles et de motocycles,2019,93,83,195
Commerce reparation d'automobiles et de motocycles,2019,93,84,101
Commerce reparation d'automobiles et de motocycles,2019,94,2A,35
Commerce reparation d'automobiles et de motocycles,2019,94,2B,32
Commerce reparation d'automobiles et de motocycles,2020,1,971,38
Commerce reparation d'automobiles et de motocycles,2020,2,972,59
Commerce reparation d'automobiles et de motocycles,2020,3,973,10
Commerce reparation d'automobiles et de motocycles,2020,4,974,93
Commerce reparation d'automobiles et de motocycles,2020,6,976,1
Commerce reparation d'automobiles et de motocycles,2020,11,75,473
Commerce reparation d'automobiles et de motocycles,2020,11,77,151
Commerce reparation d'automobiles et de motocycles,2020,11,78,112
Commerce reparation d'automobiles et de motocycles,2020,11,91,110
Commerce reparation d'automobiles et de motocycles,2020,11,92,100
Commerce reparation d'automobiles et de motocycles,2020,11,93,266
Commerce reparation d'automobiles et de motocycles,2020,11,94,119
Commerce reparation d'automobiles et de motocycles,2020,11,95,125
Commerce reparation d'automobiles et de motocycles,2020,24,18,31
Commerce reparation d'automobiles et de motocycles,2020,24,28,53
Commerce reparation d'automobiles et de motocycles,2020,24,36,20
Commerce reparation d'automobiles et de motocycles,2020,24,37,44
Commerce reparation d'automobiles et de motocycles,2020,24,41,30
Commerce reparation d'automobiles et de motocycles,2020,24,45,38
Commerce reparation d'automobiles et de motocycles,2020,27,21,54
Commerce reparation d'automobiles et de motocycles,2020,27,25,47
Commerce reparation d'automobiles et de motocycles,2020,27,39,25
Commerce reparation d'automobiles et de motocycles,2020,27,58,14
Commerce reparation d'automobiles et de motocycles,2020,27,70,18
Commerce reparation d'automobiles et de motocycles,2020,27,71,58
Commerce reparation d'automobiles et de motocycles,2020,27,89,36
Commerce reparation d'automobiles et de motocycles,2020,27,90,19
Commerce reparation d'automobiles et de motocycles,2020,28,14,74
Commerce reparation d'automobiles et de motocycles,2020,28,27,50
Commerce reparation d'automobiles et de motocycles,2020,28,50,44
Commerce reparation d'automobiles et de motocycles,2020,28,61,20
Commerce reparation d'automobiles et de motocycles,2020,28,76,92
Commerce reparation d'automobiles et de motocycles,2020,32,2,44
Commerce reparation d'automobiles et de motocycles,2020,32,59,268
Commerce reparation d'automobiles et de motocycles,2020,32,60,54
Commerce reparation d'automobiles et de motocycles,2020,32,62,115
Commerce reparation d'automobiles et de motocycles,2020,32,80,31
Commerce reparation d'automobiles et de motocycles,2020,44,10,24
Commerce reparation d'automobiles et de motocycles,2020,44,51,62
Commerce reparation d'automobiles et de motocycles,2020,44,52,11
Commerce reparation d'automobiles et de motocycles,2020,44,54,57
Commerce reparation d'automobiles et de motocycles,2020,44,55,10
Commerce reparation d'automobiles et de motocycles,2020,44,57,65
Commerce reparation d'automobiles et de motocycles,2020,44,67,137
Commerce reparation d'automobiles et de motocycles,2020,44,68,97
Commerce reparation d'automobiles et de motocycles,2020,44,8,17
Commerce reparation d'automobiles et de motocycles,2020,44,88,44
Commerce reparation d'automobiles et de motocycles,2020,52,44,87
Commerce reparation d'automobiles et de motocycles,2020,52,49,32
Commerce reparation d'automobiles et de motocycles,2020,52,53,13
Commerce reparation d'automobiles et de motocycles,2020,52,72,45
Commerce reparation d'automobiles et de motocycles,2020,52,85,37
Commerce reparation d'automobiles et de motocycles,2020,53,22,37
Commerce reparation d'automobiles et de motocycles,2020,53,29,64
Commerce reparation d'automobiles et de motocycles,2020,53,35,71
Commerce reparation d'automobiles et de motocycles,2020,53,56,51
Commerce reparation d'automobiles et de motocycles,2020,75,16,34
Commerce reparation d'automobiles et de motocycles,2020,75,17,47
Commerce reparation d'automobiles et de motocycles,2020,75,19,21
Commerce reparation d'automobiles et de motocycles,2020,75,23,6
Commerce reparation d'automobiles et de motocycles,2020,75,24,21
Commerce reparation d'automobiles et de motocycles,2020,75,33,166
Commerce reparation d'automobiles et de motocycles,2020,75,40,37
Commerce reparation d'automobiles et de motocycles,2020,75,47,34
Commerce reparation d'automobiles et de motocycles,2020,75,64,73
Commerce reparation d'automobiles et de motocycles,2020,75,79,18
Commerce reparation d'automobiles et de motocycles,2020,75,86,23
Commerce reparation d'automobiles et de motocycles,2020,75,87,33
Commerce reparation d'automobiles et de motocycles,2020,76,11,39
Commerce reparation d'automobiles et de motocycles,2020,76,12,18
Commerce reparation d'automobiles et de motocycles,2020,76,30,90
Commerce reparation d'automobiles et de motocycles,2020,76,31,105
Commerce reparation d'automobiles et de motocycles,2020,76,32,28
Commerce reparation d'automobiles et de motocycles,2020,76,34,115
Commerce reparation d'automobiles et de motocycles,2020,76,46,3
Commerce reparation d'automobiles et de motocycles,2020,76,48,9
Commerce reparation d'automobiles et de motocycles,2020,76,65,30
Commerce reparation d'automobiles et de motocycles,2020,76,66,57
Commerce reparation d'automobiles et de motocycles,2020,76,81,31
Commerce reparation d'automobiles et de motocycles,2020,76,82,26
Commerce reparation d'automobiles et de motocycles,2020,76,9,16
Commerce reparation d'automobiles et de motocycles,2020,84,1,68
Commerce reparation d'automobiles et de motocycles,2020,84,15,7
Commerce reparation d'automobiles et de motocycles,2020,84,26,41
Commerce reparation d'automobiles et de motocycles,2020,84,3,24
Commerce reparation d'automobiles et de motocycles,2020,84,38,103
Commerce reparation d'automobiles et de motocycles,2020,84,42,80
Commerce reparation d'automobiles et de motocycles,2020,84,43,12
Commerce reparation d'automobiles et de motocycles,2020,84,63,57
Commerce reparation d'automobiles et de motocycles,2020,84,69,166
Commerce reparation d'automobiles et de motocycles,2020,84,7,24
Commerce reparation d'automobiles et de motocycles,2020,84,73,38
Commerce reparation d'automobiles et de motocycles,2020,84,74,61
Commerce reparation d'automobiles et de motocycles,2020,93,13,253
Commerce reparation d'automobiles et de motocycles,2020,93,4,14
Commerce reparation d'automobiles et de motocycles,2020,93,5,16
Commerce reparation d'automobiles et de motocycles,2020,93,6,191
Commerce reparation d'automobiles et de motocycles,2020,93,83,101
Commerce reparation d'automobiles et de motocycles,2020,93,84,78
Commerce reparation d'automobiles et de motocycles,2020,94,2A,20
Commerce reparation d'automobiles et de motocycles,2020,94,2B,22
Commerce reparation d'automobiles et de motocycles,2021,1,971,33
Commerce reparation d'automobiles et de motocycles,2021,2,972,33
Commerce reparation d'automobiles et de motocycles,2021,3,973,5
Commerce reparation d'automobiles et de motocycles,2021,4,974,111
Commerce reparation d'automobiles et de motocycles,2021,6,976,3
Commerce reparation d'automobiles et de motocycles,2021,11,75,388
Commerce reparation d'automobiles et de motocycles,2021,11,77,154
Commerce reparation d'automobiles et de motocycles,2021,11,78,76
Commerce reparation d'automobiles et de motocycles,2021,11,91,92
Commerce reparation d'automobiles et de motocycles,2021,11,92,95
Commerce reparation d'automobiles et de motocycles,2021,11,93,283
Commerce reparation d'automobiles et de motocycles,2021,11,94,102
Commerce reparation d'automobiles et de motocycles,2021,11,95,120
Commerce reparation d'automobiles et de motocycles,2021,24,18,19
Commerce reparation d'automobiles et de motocycles,2021,24,28,43
Commerce reparation d'automobiles et de motocycles,2021,24,36,17
Commerce reparation d'automobiles et de motocycles,2021,24,37,48
Commerce reparation d'automobiles et de motocycles,2021,24,41,24
Commerce reparation d'automobiles et de motocycles,2021,24,45,63
Commerce reparation d'automobiles et de motocycles,2021,27,21,42
Commerce reparation d'automobiles et de motocycles,2021,27,25,55
Commerce reparation d'automobiles et de motocycles,2021,27,39,23
Commerce reparation d'automobiles et de motocycles,2021,27,58,21
Commerce reparation d'automobiles et de motocycles,2021,27,70,17
Commerce reparation d'automobiles et de motocycles,2021,27,71,33
Commerce reparation d'automobiles et de motocycles,2021,27,89,20
Commerce reparation d'automobiles et de motocycles,2021,27,90,7
Commerce reparation d'automobiles et de motocycles,2021,28,14,43
Commerce reparation d'automobiles et de motocycles,2021,28,27,40
Commerce reparation d'automobiles et de motocycles,2021,28,50,31
Commerce reparation d'automobiles et de motocycles,2021,28,61,12
Commerce reparation d'automobiles et de motocycles,2021,28,76,62
Commerce reparation d'automobiles et de motocycles,2021,32,2,44
Commerce reparation d'automobiles et de motocycles,2021,32,59,265
Commerce reparation d'automobiles et de motocycles,2021,32,60,38
Commerce reparation d'automobiles et de motocycles,2021,32,62,98
Commerce reparation d'automobiles et de motocycles,2021,32,80,27
Commerce reparation d'automobiles et de motocycles,2021,44,10,33
Commerce reparation d'automobiles et de motocycles,2021,44,51,53
Commerce reparation d'automobiles et de motocycles,2021,44,52,10
Commerce reparation d'automobiles et de motocycles,2021,44,54,50
Commerce reparation d'automobiles et de motocycles,2021,44,55,19
Commerce reparation d'automobiles et de motocycles,2021,44,57,38
Commerce reparation d'automobiles et de motocycles,2021,44,67,82
Commerce reparation d'automobiles et de motocycles,2021,44,68,85
Commerce reparation d'automobiles et de motocycles,2021,44,8,15
Commerce reparation d'automobiles et de motocycles,2021,44,88,32
Commerce reparation d'automobiles et de motocycles,2021,52,44,83
Commerce reparation d'automobiles et de motocycles,2021,52,49,49
Commerce reparation d'automobiles et de motocycles,2021,52,53,19
Commerce reparation d'automobiles et de motocycles,2021,52,72,28
Commerce reparation d'automobiles et de motocycles,2021,52,85,27
Commerce reparation d'automobiles et de motocycles,2021,53,22,32
Commerce reparation d'automobiles et de motocycles,2021,53,29,51
Commerce reparation d'automobiles et de motocycles,2021,53,35,55
Commerce reparation d'automobiles et de motocycles,2021,53,56,45
Commerce reparation d'automobiles et de motocycles,2021,75,16,21
Commerce reparation d'automobiles et de motocycles,2021,75,17,55
Commerce reparation d'automobiles et de motocycles,2021,75,19,24
Commerce reparation d'automobiles et de motocycles,2021,75,23,3
Commerce reparation d'automobiles et de motocycles,2021,75,24,30
Commerce reparation d'automobiles et de motocycles,2021,75,33,137
Commerce reparation d'automobiles et de motocycles,2021,75,40,26
Commerce reparation d'automobiles et de motocycles,2021,75,47,39
Commerce reparation d'automobiles et de motocycles,2021,75,64,44
Commerce reparation d'automobiles et de motocycles,2021,75,79,20
Commerce reparation d'automobiles et de motocycles,2021,75,86,30
Commerce reparation d'automobiles et de motocycles,2021,75,87,24
Commerce reparation d'automobiles et de motocycles,2021,76,11,35
Commerce reparation d'automobiles et de motocycles,2021,76,12,21
Commerce reparation d'automobiles et de motocycles,2021,76,30,66
Commerce reparation d'automobiles et de motocycles,2021,76,31,92
Commerce reparation d'automobiles et de motocycles,2021,76,32,14
Commerce reparation d'automobiles et de motocycles,2021,76,34,115
Commerce reparation d'automobiles et de motocycles,2021,76,46,4
Commerce reparation d'automobiles et de motocycles,2021,76,48,2
Commerce reparation d'automobiles et de motocycles,2021,76,65,23
Commerce reparation d'automobiles et de motocycles,2021,76,66,49
Commerce reparation d'automobiles et de motocycles,2021,76,81,28
Commerce reparation d'automobiles et de motocycles,2021,76,82,32
Commerce reparation d'automobiles et de motocycles,2021,76,9,6
Commerce reparation d'automobiles et de motocycles,2021,84,1,46
Commerce reparation d'automobiles et de motocycles,2021,84,15,9
Commerce reparation d'automobiles et de motocycles,2021,84,26,47
Commerce reparation d'automobiles et de motocycles,2021,84,3,28
Commerce reparation d'automobiles et de motocycles,2021,84,38,97
Commerce reparation d'automobiles et de motocycles,2021,84,42,73
Commerce reparation d'automobiles et de motocycles,2021,84,43,16
Commerce reparation d'automobiles et de motocycles,2021,84,63,42
Commerce reparation d'automobiles et de motocycles,2021,84,69,174
Commerce reparation d'automobiles et de motocycles,2021,84,7,23
Commerce reparation d'automobiles et de motocycles,2021,84,73,51
Commerce reparation d'automobiles et de motocycles,2021,84,74,63
Commerce reparation d'automobiles et de motocycles,2021,93,13,273
Commerce reparation d'automobiles et de motocycles,2021,93,4,15
Commerce reparation d'automobiles et de motocycles,2021,93,5,14
Commerce reparation d'automobiles et de motocycles,2021,93,6,158
Commerce reparation d'automobiles et de motocycles,2021,93,83,122
Commerce reparation d'automobiles et de motocycles,2021,93,84,77
Commerce reparation d'automobiles et de motocycles,2021,94,2A,17
Commerce reparation d'automobiles et de motocycles,2021,94,2B,15
Construction,2017,1,971,52
Construction,2017,2,972,77
Construction,2017,3,973,14
Construction,2017,4,974,197
Construction,2017,6,976,1
Construction,2017,11,75,347
Construction,2017,11,77,291
Construction,2017,11,78,269
Construction,2017,11,91,226
Construction,2017,11,92,183
Construction,2017,11,93,900
Construction,2017,11,94,303
Construction,2017,11,95,297
Construction,2017,24,18,41
Construction,2017,24,28,88
Construction,2017,24,36,32
Construction,2017,24,37,70
Construction,2017,24,41,68
Construction,2017,24,45,84
Construction,2017,27,21,60
Construction,2017,27,25,58
Construction,2017,27,39,39
Construction,2017,27,58,25
Construction,2017,27,70,24
Construction,2017,27,71,66
Construction,2017,27,89,53
Construction,2017,27,90,16
Construction,2017,28,14,115
Construction,2017,28,27,143
Construction,2017,28,50,50
Construction,2017,28,61,22
Construction,2017,28,76,182
Construction,2017,32,2,58
Construction,2017,32,59,307
Construction,2017,32,60,108
Construction,2017,32,62,189
Construction,2017,32,80,56
Construction,2017,44,10,40
Construction,2017,44,51,59
Construction,2017,44,52,12
Construction,2017,44,54,111
Construction,2017,44,55,16
Construction,2017,44,57,165
Construction,2017,44,67,220
Construction,2017,44,68,132
Construction,2017,44,8,32
Construction,2017,44,88,65
Construction,2017,52,44,176
Construction,2017,52,49,95
Construction,2017,52,53,26
Construction,2017,52,72,59
Construction,2017,52,85,82
Construction,2017,53,22,55
Construction,2017,53,29,122
Construction,2017,53,35,110
Construction,2017,53,56,118
Construction,2017,75,16,39
Construction,2017,75,17,80
Construction,2017,75,19,19
Construction,2017,75,23,7
Construction,2017,75,24,60
Construction,2017,75,33,301
Construction,2017,75,40,63
Construction,2017,75,47,36
Construction,2017,75,64,81
Construction,2017,75,79,22
Construction,2017,75,86,57
Construction,2017,75,87,45
Construction,2017,76,11,65
Construction,2017,76,12,19
Construction,2017,76,30,166
Construction,2017,76,31,255
Construction,2017,76,32,36
Construction,2017,76,34,221
Construction,2017,76,46,13
Construction,2017,76,48,7
Construction,2017,76,65,39
Construction,2017,76,66,130
Construction,2017,76,81,51
Construction,2017,76,82,50
Construction,2017,76,9,14
Construction,2017,84,1,106
Construction,2017,84,15,13
Construction,2017,84,26,121
Construction,2017,84,3,33
Construction,2017,84,38,326
Construction,2017,84,42,137
Construction,2017,84,43,18
Construction,2017,84,63,93
Construction,2017,84,69,370
Construction,2017,84,7,45
Construction,2017,84,73,122
Construction,2017,84,74,165
Construction,2017,93,13,556
Construction,2017,93,4,20
Construction,2017,93,5,15
Construction,2017,93,6,374
Construction,2017,93,83,309
Construction,2017,93,84,118
Construction,2017,94,2A,57
Construction,2017,94,2B,49
Construction,2018,1,971,53
Construction,2018,2,972,85
Construction,2018,3,973,27
Construction,2018,4,974,224
Construction,2018,11,75,391
Construction,2018,11,77,288
Construction,2018,11,78,231
Construction,2018,11,91,227
Construction,2018,11,92,213
Construction,2018,11,93,973
Construction,2018,11,94,301
Construction,2018,11,95,294
Construction,2018,24,18,21
Construction,2018,24,28,69
Construction,2018,24,36,25
Construction,2018,24,37,71
Construction,2018,24,41,63
Construction,2018,24,45,86
Construction,2018,27,21,43
Construction,2018,27,25,45
Construction,2018,27,39,37
Construction,2018,27,58,22
Construction,2018,27,70,19
Construction,2018,27,71,59
Construction,2018,27,89,28
Construction,2018,27,90,19
Construction,2018,28,14,107
Construction,2018,28,27,109
Construction,2018,28,50,50
Construction,2018,28,61,38
Construction,2018,28,76,183
Construction,2018,32,2,64
Construction,2018,32,59,359
Construction,2018,32,60,98
Construction,2018,32,62,206
Construction,2018,32,80,64
Construction,2018,44,10,40
Construction,2018,44,51,59
Construction,2018,44,52,7
Construction,2018,44,54,84
Construction,2018,44,55,17
Construction,2018,44,57,118
Construction,2018,44,67,213
Construction,2018,44,68,104
Construction,2018,44,8,44
Construction,2018,44,88,54
Construction,2018,52,44,152
Construction,2018,52,49,84
Construction,2018,52,53,13
Construction,2018,52,72,63
Construction,2018,52,85,56
Construction,2018,53,22,73
Construction,2018,53,29,76
Construction,2018,53,35,95
Construction,2018,53,56,96
Construction,2018,75,16,22
Construction,2018,75,17,76
Construction,2018,75,19,29
Construction,2018,75,23,6
Construction,2018,75,24,49
Construction,2018,75,33,308
Construction,2018,75,40,56
Construction,2018,75,47,34
Construction,2018,75,64,61
Construction,2018,75,79,27
Construction,2018,75,86,47
Construction,2018,75,87,44
Construction,2018,76,11,42
Construction,2018,76,12,15
Construction,2018,76,30,139
Construction,2018,76,31,179
Construction,2018,76,32,29
Construction,2018,76,34,201
Construction,2018,76,46,8
Construction,2018,76,48,5
Construction,2018,76,65,38
Construction,2018,76,66,112
Construction,2018,76,81,36
Construction,2018,76,82,54
Construction,2018,76,9,18
Construction,2018,84,1,88
Construction,2018,84,15,15
Construction,2018,84,26,103
Construction,2018,84,3,28
Construction,2018,84,38,275
Construction,2018,84,42,148
Construction,2018,84,43,20
Construction,2018,84,63,87
Construction,2018,84,69,321
Construction,2018,84,7,43
Construction,2018,84,73,84
Construction,2018,84,74,131
Construction,2018,93,13,368
Construction,2018,93,4,29
Construction,2018,93,5,13
Construction,2018,93,6,271
Construction,2018,93,83,244
Construction,2018,93,84,99
Construction,2018,94,2A,51
Construction,2018,94,2B,53
Construction,2019,1,971,47
Construction,2019,2,972,76
Construction,2019,3,973,7
Construction,2019,4,974,221
Construction,2019,6,976,1
Construction,2019,11,75,463
Construction,2019,11,77,250
Construction,2019,11,78,158
Construction,2019,11,91,201
Construction,2019,11,92,162
Construction,2019,11,93,952
Construction,2019,11,94,244
Construction,2019,11,95,235
Construction,2019,24,18,25
Construction,2019,24,28,71
Construction,2019,24,36,16
Construction,2019,24,37,48
Construction,2019,24,41,65
Construction,2019,24,45,104
Construction,2019,27,21,52
Construction,2019,27,25,47
Construction,2019,27,39,34
Construction,2019,27,58,14
Construction,2019,27,70,17
Construction,2019,27,71,57
Construction,2019,27,89,40
Construction,2019,27,90,32
Construction,2019,28,14,88
Construction,2019,28,27,74
Construction,2019,28,50,27
Construction,2019,28,61,24
Construction,2019,28,76,141
Construction,2019,32,2,57
Construction,2019,32,59,316
Construction,2019,32,60,96
Construction,2019,32,62,127
Construction,2019,32,80,58
Construction,2019,44,10,32
Construction,2019,44,51,53
Construction,2019,44,52,12
Construction,2019,44,54,88
Construction,2019,44,55,12
Construction,2019,44,57,151
Construction,2019,44,67,165
Construction,2019,44,68,93
Construction,2019,44,8,30
Construction,2019,44,88,57
Construction,2019,52,44,167
Construction,2019,52,49,96
Construction,2019,52,53,16
Construction,2019,52,72,41
Construction,2019,52,85,51
Construction,2019,53,22,61
Construction,2019,53,29,94
Construction,2019,53,35,120
Construction,2019,53,56,107
Construction,2019,75,16,24
Construction,2019,75,17,72
Construction,2019,75,19,32
Construction,2019,75,23,8
Construction,2019,75,24,39
Construction,2019,75,33,322
Construction,2019,75,40,47
Construction,2019,75,47,35
Construction,2019,75,64,68
Construction,2019,75,79,23
Construction,2019,75,86,41
Construction,2019,75,87,30
Construction,2019,76,11,46
Construction,2019,76,12,22
Construction,2019,76,30,115
Construction,2019,76,31,206
Construction,2019,76,32,28
Construction,2019,76,34,210
Construction,2019,76,46,13
Construction,2019,76,65,25
Construction,2019,76,66,91
Construction,2019,76,81,42
Construction,2019,76,82,54
Construction,2019,76,9,10
Construction,2019,84,1,81
Construction,2019,84,15,7
Construction,2019,84,26,73
Construction,2019,84,3,27
Construction,2019,84,38,239
Construction,2019,84,42,135
Construction,2019,84,43,11
Construction,2019,84,63,99
Construction,2019,84,69,377
Construction,2019,84,7,33
Construction,2019,84,73,113
Construction,2019,84,74,123
Construction,2019,93,13,383
Construction,2019,93,4,18
Construction,2019,93,5,11
Construction,2019,93,6,329
Construction,2019,93,83,202
Construction,2019,93,84,79
Construction,2019,94,2A,46
Construction,2019,94,2B,51
Construction,2020,1,971,20
Construction,2020,2,972,42
Construction,2020,3,973,7
Construction,2020,4,974,163
Construction,2020,11,75,287
Construction,2020,11,77,138
Construction,2020,11,78,79
Construction,2020,11,91,136
Construction,2020,11,92,71
Construction,2020,11,93,451
Construction,2020,11,94,119
Construction,2020,11,95,132
Construction,2020,24,18,14
Construction,2020,24,28,35
Construction,2020,24,36,18
Construction,2020,24,37,33
Construction,2020,24,41,36
Construction,2020,24,45,54
Construction,2020,27,21,30
Construction,2020,27,25,30
Construction,2020,27,39,22
Construction,2020,27,58,16
Construction,2020,27,70,12
Construction,2020,27,71,27
Construction,2020,27,89,24
Construction,2020,27,90,17
Construction,2020,28,14,53
Construction,2020,28,27,66
Construction,2020,28,50,21
Construction,2020,28,61,19
Construction,2020,28,76,81
Construction,2020,32,2,47
Construction,2020,32,59,183
Construction,2020,32,60,68
Construction,2020,32,62,96
Construction,2020,32,80,36
Construction,2020,44,10,17
Construction,2020,44,51,41
Construction,2020,44,52,6
Construction,2020,44,54,50
Construction,2020,44,55,9
Construction,2020,44,57,63
Construction,2020,44,67,110
Construction,2020,44,68,76
Construction,2020,44,8,18
Construction,2020,44,88,20
Construction,2020,52,44,94
Construction,2020,52,49,28
Construction,2020,52,53,12
Construction,2020,52,72,29
