Secteur,trimestre,code_region,code_dep,nombre_defaut
Activites financieres et d'assurance,2017,1,971,5
Activites financieres et d'assurance,2017,2,972,10
Activites financieres et d'assurance,2017,3,973,1
Activites financieres et d'assurance,2017,4,974,7
Activites financieres et d'assurance,2017,11,75,61
Activites financieres et d'assurance,2017,11,77,13
Activites financieres et d'assurance,2017,11,78,18
Activites financieres et d'assurance,2017,11,91,7
Activites financieres et d'assurance,2017,11,92,15
Activites financieres et d'assurance,2017,11,93,11
Activites financieres et d'assurance,2017,11,94,13
Activites financieres et d'assurance,2017,11,95,5
Activites financieres et d'assurance,2017,24,18,2
Activites financieres et d'assurance,2017,24,28,6
Activites financieres et d'assurance,2017,24,36,1
Activites financieres et d'assurance,2017,24,37,9
Activites financieres et d'assurance,2017,24,41,4
Activites financieres et d'assurance,2017,24,45,4
Activites financieres et d'assurance,2017,27,21,3
Activites financieres et d'assurance,2017,27,25,8
Activites financieres et d'assurance,2017,27,39,2
Activites financieres et d'assurance,2017,27,58,1
Activites financieres et d'assurance,2017,27,70,1
Activites financieres et d'assurance,2017,27,71,5
Activites financieres et d'assurance,2017,27,89,2
Activites financieres et d'assurance,2017,27,90,1
Activites financieres et d'assurance,2017,28,14,2
Activites financieres et d'assurance,2017,28,27,9
Activites financieres et d'assurance,2017,28,50,5
Activites financieres et d'assurance,2017,28,61,1
Activites financieres et d'assurance,2017,28,76,20
Activites financieres et d'assurance,2017,32,2,5
Activites financieres et d'assurance,2017,32,59,42
Activites financieres et d'assurance,2017,32,60,8
Activites financieres et d'assurance,2017,32,62,19
Activites financieres et d'assurance,2017,32,80,6
Activites financieres et d'assurance,2017,44,10,4
Activites financieres et d'assurance,2017,44,51,6
Activites financieres et d'assurance,2017,44,52,5
Activites financieres et d'assurance,2017,44,54,14
Activites financieres et d'assurance,2017,44,55,3
Activites financieres et d'assurance,2017,44,57,6
Activites financieres et d'assurance,2017,44,67,23
Activites financieres et d'assurance,2017,44,68,11
Activites financieres et d'assurance,2017,44,8,2
Activites financieres et d'assurance,2017,44,88,3
Activites financieres et d'assurance,2017,52,44,21
Activites financieres et d'assurance,2017,52,49,13
Activites financieres et d'assurance,2017,52,53,2
Activites financieres et d'assurance,2017,52,72,7
Activites financieres et d'assurance,2017,52,85,7
Activites financieres et d'assurance,2017,53,22,6
Activites financieres et d'assurance,2017,53,29,11
Activites financieres et d'assurance,2017,53,35,10
Activites financieres et d'assurance,2017,53,56,12
Activites financieres et d'assurance,2017,75,16,4
Activites financieres et d'assurance,2017,75,17,13
Activites financieres et d'assurance,2017,75,19,6
Activites financieres et d'assurance,2017,75,24,5
Activites financieres et d'assurance,2017,75,33,21
Activites financieres et d'assurance,2017,75,40,4
Activites financieres et d'assurance,2017,75,47,2
Activites financieres et d'assurance,2017,75,64,7
Activites financieres et d'assurance,2017,75,79,9
Activites financieres et d'assurance,2017,75,86,4
Activites financieres et d'assurance,2017,75,87,6
Activites financieres et d'assurance,2017,76,11,2
Activites financieres et d'assurance,2017,76,12,2
Activites financieres et d'assurance,2017,76,30,9
Activites financieres et d'assurance,2017,76,31,20
Activites financieres et d'assurance,2017,76,32,2
Activites financieres et d'assurance,2017,76,34,12
Activites financieres et d'assurance,2017,76,46,2
Activites financieres et d'assurance,2017,76,65,5
Activites financieres et d'assurance,2017,76,66,5
Activites financieres et d'assurance,2017,76,81,3
Activites financieres et d'assurance,2017,84,1,11
Activites financieres et d'assurance,2017,84,15,1
Activites financieres et d'assurance,2017,84,26,7
Activites financieres et d'assurance,2017,84,3,4
Activites financieres et d'assurance,2017,84,38,19
Activites financieres et d'assurance,2017,84,42,12
Activites financieres et d'assurance,2017,84,43,1
Activites financieres et d'assurance,2017,84,63,4
Activites financieres et d'assurance,2017,84,69,24
Activites financieres et d'assurance,2017,84,7,3
Activites financieres et d'assurance,2017,84,73,8
Activites financieres et d'assurance,2017,84,74,13
Activites financieres et d'assurance,2017,93,13,41
Activites financieres et d'assurance,2017,93,5,1
Activites financieres et d'assurance,2017,93,6,36
Activites financieres et d'assurance,2017,93,83,19
Activites financieres et d'assurance,2017,93,84,12
Activites financieres et d'assurance,2017,94,2A,8
Activites financieres et d'assurance,2017,94,2B,3
Activites financieres et d'assurance,2018,2,972,3
Activites financieres et d'assurance,2018,3,973,2
Activites financieres et d'assurance,2018,4,974,7
Activites financieres et d'assurance,2018,11,75,56
Activites financieres et d'assurance,2018,11,77,18
Activites financieres et d'assurance,2018,11,78,11
Activites financieres et d'assurance,2018,11,91,18
Activites financieres et d'assurance,2018,11,92,26
Activites financieres et d'assurance,2018,11,93,21
Activites financieres et d'assurance,2018,11,94,11
Activites financieres et d'assurance,2018,11,95,13
Activites financieres et d'assurance,2018,24,18,1
Activites financieres et d'assurance,2018,24,28,9
Activites financieres et d'assurance,2018,24,36,2
Activites financieres et d'assurance,2018,24,37,7
Activites financieres et d'assurance,2018,24,41,2
Activites financieres et d'assurance,2018,24,45,5
Activites financieres et d'assurance,2018,27,21,6
Activites financieres et d'assurance,2018,27,25,5
Activites financieres et d'assurance,2018,27,39,6
Activites financieres et d'assurance,2018,27,58,2
Activites financieres et d'assurance,2018,27,71,6
Activites financieres et d'assurance,2018,27,89,8
Activites financieres et d'assurance,2018,28,14,3
Activites financieres et d'assurance,2018,28,27,5
Activites financieres et d'assurance,2018,28,50,10
Activites financieres et d'assurance,2018,28,61,2
Activites financieres et d'assurance,2018,28,76,17
Activites financieres et d'assurance,2018,32,2,5
Activites financieres et d'assurance,2018,32,59,36
Activites financieres et d'assurance,2018,32,60,4
Activites financieres et d'assurance,2018,32,62,8
Activites financieres et d'assurance,2018,32,80,7
Activites financieres et d'assurance,2018,44,10,6
Activites financieres et d'assurance,2018,44,51,10
Activites financieres et d'assurance,2018,44,52,2
Activites financieres et d'assurance,2018,44,54,13
Activites financieres et d'assurance,2018,44,57,8
Activites financieres et d'assurance,2018,44,67,20
Activites financieres et d'assurance,2018,44,68,3
Activites financieres et d'assurance,2018,44,8,6
Activites financieres et d'assurance,2018,44,88,5
Activites financieres et d'assurance,2018,52,44,21
Activites financieres et d'assurance,2018,52,49,16
Activites financieres et d'assurance,2018,52,53,5
Activites financieres et d'assurance,2018,52,72,4
Activites financieres et d'assurance,2018,52,85,10
Activites financieres et d'assurance,2018,53,22,4
Activites financieres et d'assurance,2018,53,29,9
Activites financieres et d'assurance,2018,53,35,17
Activites financieres et d'assurance,2018,53,56,7
Activites financieres et d'assurance,2018,75,16,4
Activites financieres et d'assurance,2018,75,17,10
Activites financieres et d'assurance,2018,75,19,2
Activites financieres et d'assurance,2018,75,24,2
Activites financieres et d'assurance,2018,75,33,24
Activites financieres et d'assurance,2018,75,40,2
Activites financieres et d'assurance,2018,75,47,3
Activites financieres et d'assurance,2018,75,64,6
Activites financieres et d'assurance,2018,75,79,2
Activites financieres et d'assurance,2018,75,86,3
Activites financieres et d'assurance,2018,75,87,5
Activites financieres et d'assurance,2018,76,11,3
Activites financieres et d'assurance,2018,76,12,3
Activites financieres et d'assurance,2018,76,30,5
Activites financieres et d'assurance,2018,76,31,15
Activites financieres et d'assurance,2018,76,32,1
Activites financieres et d'assurance,2018,76,34,16
Activites financieres et d'assurance,2018,76,46,3
Activites financieres et d'assurance,2018,76,48,1
Activites financieres et d'assurance,2018,76,65,3
Activites financieres et d'assurance,2018,76,66,6
Activites financieres et d'assurance,2018,76,81,2
Activites financieres et d'assurance,2018,76,82,1
Activites financieres et d'assurance,2018,84,1,6
Activites financieres et d'assurance,2018,84,15,1
Activites financieres et d'assurance,2018,84,26,7
Activites financieres et d'assurance,2018,84,3,4
Activites financieres et d'assurance,2018,84,38,12
Activites financieres et d'assurance,2018,84,42,15
Activites financieres et d'assurance,2018,84,43,1
Activites financieres et d'assurance,2018,84,63,7
Activites financieres et d'assurance,2018,84,69,33
Activites financieres et d'assurance,2018,84,7,7
Activites financieres et d'assurance,2018,84,73,10
Activites financieres et d'assurance,2018,84,74,5
Activites financieres et d'assurance,2018,93,13,35
Activites financieres et d'assurance,2018,93,4,2
Activites financieres et d'assurance,2018,93,5,2
Activites financieres et d'assurance,2018,93,6,20
Activites financieres et d'assurance,2018,93,83,9
Activites financieres et d'assurance,2018,93,84,10
Activites financieres et d'assurance,2018,94,2A,3
Activites financieres et d'assurance,2018,94,2B,2
Activites financieres et d'assurance,2019,1,971,3
Activites financieres et d'assurance,2019,2,972,6
Activites financieres et d'assurance,2019,3,973,5
Activites financieres et d'assurance,2019,4,974,5
Activites financieres et d'assurance,2019,11,75,70
Activites financieres et d'assurance,2019,11,77,27
Activites financieres et d'assurance,2019,11,78,15
Activites financieres et d'assurance,2019,11,91,8
Activites financieres et d'assurance,2019,11,92,28
Activites financieres et d'assurance,2019,11,93,11
Activites financieres et d'assurance,2019,11,94,16
Activites financieres et d'assurance,2019,11,95,6
Activites financieres et d'assurance,2019,24,18,2
Activites financieres et d'assurance,2019,24,28,6
Activites financieres et d'assurance,2019,24,36,2
Activites financieres et d'assurance,2019,24,37,6
Activites financieres et d'assurance,2019,24,45,7
Activites financieres et d'assurance,2019,27,21,13
Activites financieres et d'assurance,2019,27,25,8
Activites financieres et d'assurance,2019,27,39,2
Activites financieres et d'assurance,2019,27,70,1
Activites financieres et d'assurance,2019,27,71,4
Activites financieres et d'assurance,2019,27,89,4
Activites financieres et d'assurance,2019,28,14,12
Activites financieres et d'assurance,2019,28,27,5
Activites financieres et d'assurance,2019,28,50,5
Activites financieres et d'assurance,2019,28,76,10
Activites financieres et d'assurance,2019,32,2,4
Activites financieres et d'assurance,2019,32,59,32
Activites financieres et d'assurance,2019,32,60,4
Activites financieres et d'assurance,2019,32,62,8
Activites financieres et d'assurance,2019,32,80,4
Activites financieres et d'assurance,2019,44,10,2
Activites financieres et d'assurance,2019,44,51,6
Activites financieres et d'assurance,2019,44,54,5
Activites financieres et d'assurance,2019,44,55,2
Activites financieres et d'assurance,2019,44,57,3
Activites financieres et d'assurance,2019,44,67,16
Activites financieres et d'assurance,2019,44,68,11
Activites financieres et d'assurance,2019,44,8,1
Activites financieres et d'assurance,2019,44,88,4
Activites financieres et d'assurance,2019,52,44,21
Activites financieres et d'assurance,2019,52,49,10
Activites financieres et d'assurance,2019,52,53,1
Activites financieres et d'assurance,2019,52,72,11
Activites financieres et d'assurance,2019,52,85,8
Activites financieres et d'assurance,2019,53,22,7
Activites financieres et d'assurance,2019,53,29,9
Activites financieres et d'assurance,2019,53,35,17
Activites financieres et d'assurance,2019,53,56,12
Activites financieres et d'assurance,2019,75,16,5
Activites financieres et d'assurance,2019,75,17,5
Activites financieres et d'assurance,2019,75,19,3
Activites financieres et d'assurance,2019,75,23,1
Activites financieres et d'assurance,2019,75,24,3
Activites financieres et d'assurance,2019,75,33,27
Activites financieres et d'assurance,2019,75,40,2
Activites financieres et d'assurance,2019,75,47,3
Activites financieres et d'assurance,2019,75,64,13
Activites financieres et d'assurance,2019,75,79,4
Activites financieres et d'assurance,2019,75,86,7
Activites financieres et d'assurance,2019,75,87,4
Activites financieres et d'assurance,2019,76,11,5
Activites financieres et d'assurance,2019,76,12,3
Activites financieres et d'assurance,2019,76,30,12
Activites financieres et d'assurance,2019,76,31,15
Activites financieres et d'assurance,2019,76,34,11
Activites financieres et d'assurance,2019,76,65,2
Activites financieres et d'assurance,2019,76,66,4
Activites financieres et d'assurance,2019,76,81,3
Activites financieres et d'assurance,2019,76,82,6
Activites financieres et d'assurance,2019,76,9,1
Activites financieres et d'assurance,2019,84,1,7
Activites financieres et d'assurance,2019,84,15,1
Activites financieres et d'assurance,2019,84,26,8
Activites financieres et d'assurance,2019,84,3,3
Activites financieres et d'assurance,2019,84,38,17
Activites financieres et d'assurance,2019,84,42,14
Activites financieres et d'assurance,2019,84,43,3
Activites financieres et d'assurance,2019,84,63,8
Activites financieres et d'assurance,2019,84,69,34
Activites financieres et d'assurance,2019,84,73,4
Activites financieres et d'assurance,2019,84,74,9
Activites financieres et d'assurance,2019,93,13,35
Activites financieres et d'assurance,2019,93,4,1
Activites financieres et d'assurance,2019,93,5,1
Activites financieres et d'assurance,2019,93,6,25
Activites financieres et d'assurance,2019,93,83,17
Activites financieres et d'assurance,2019,93,84,11
Activites financieres et d'assurance,2019,94,2A,3
Activites financieres et d'assurance,2019,94,2B,2
Activites financieres et d'assurance,2020,1,971,1
Activites financieres et d'assurance,2020,2,972,5
Activites financieres et d'assurance,2020,4,974,2
Activites financieres et d'assurance,2020,11,75,71
Activites financieres et d'assurance,2020,11,77,12
Activites financieres et d'assurance,2020,11,78,19
Activites financieres et d'assurance,2020,11,91,9
Activites financieres et d'assurance,2020,11,92,12
Activites financieres et d'assurance,2020,11,93,11
Activites financieres et d'assurance,2020,11,94,5
Activites financieres et d'assurance,2020,11,95,9
Activites financieres et d'assurance,2020,24,18,3
Activites financieres et d'assurance,2020,24,28,6
Activites financieres et d'assurance,2020,24,37,4
Activites financieres et d'assurance,2020,24,41,1
Activites financieres et d'assurance,2020,24,45,2
Activites financieres et d'assurance,2020,27,21,4
Activites financieres et d'assurance,2020,27,25,4
Activites financieres et d'assurance,2020,27,39,1
Activites financieres et d'assurance,2020,27,58,1
Activites financieres et d'assurance,2020,27,70,2
Activites financieres et d'assurance,2020,27,71,1
Activites financieres et d'assurance,2020,27,89,8
Activites financieres et d'assurance,2020,27,90,1
Activites financieres et d'assurance,2020,28,14,7
Activites financieres et d'assurance,2020,28,27,6
Activites financieres et d'assurance,2020,28,50,6
Activites financieres et d'assurance,2020,28,61,1
Activites financieres et d'assurance,2020,28,76,9
Activites financieres et d'assurance,2020,32,2,1
Activites financieres et d'assurance,2020,32,59,24
Activites financieres et d'assurance,2020,32,60,4
Activites financieres et d'assurance,2020,32,62,14
Activites financieres et d'assurance,2020,32,80,5
Activites financieres et d'assurance,2020,44,10,3
Activites financieres et d'assurance,2020,44,51,11
Activites financieres et d'assurance,2020,44,54,2
Activites financieres et d'assurance,2020,44,55,1
Activites financieres et d'assurance,2020,44,57,5
Activites financieres et d'assurance,2020,44,67,7
Activites financieres et d'assurance,2020,44,68,1
Activites financieres et d'assurance,2020,44,8,2
Activites financieres et d'assurance,2020,44,88,3
Activites financieres et d'assurance,2020,52,44,9
Activites financieres et d'assurance,2020,52,49,8
Activites financieres et d'assurance,2020,52,53,1
Activites financieres et d'assurance,2020,52,72,3
Activites financieres et d'assurance,2020,52,85,9
Activites financieres et d'assurance,2020,53,22,4
Activites financieres et d'assurance,2020,53,29,9
Activites financieres et d'assurance,2020,53,35,4
Activites financieres et d'assurance,2020,53,56,9
Activites financieres et d'assurance,2020,75,16,1
Activites financieres et d'assurance,2020,75,17,7
Activites financieres et d'assurance,2020,75,19,2
Activites financieres et d'assurance,2020,75,24,3
Activites financieres et d'assurance,2020,75,33,17
Activites financieres et d'assurance,2020,75,40,2
Activites financieres et d'assurance,2020,75,47,2
Activites financieres et d'assurance,2020,75,64,6
Activites financieres et d'assurance,2020,75,79,4
Activites financieres et d'assurance,2020,75,86,1
Activites financieres et d'assurance,2020,75,87,3
Activites financieres et d'assurance,2020,76,11,2
Activites financieres et d'assurance,2020,76,12,2
Activites financieres et d'assurance,2020,76,30,3
Activites financieres et d'assurance,2020,76,31,9
Activites financieres et d'assurance,2020,76,34,11
Activites financieres et d'assurance,2020,76,46,1
Activites financieres et d'assurance,2020,76,48,1
Activites financieres et d'assurance,2020,76,65,1
Activites financieres et d'assurance,2020,76,66,4
Activites financieres et d'assurance,2020,76,81,2
Activites financieres et d'assurance,2020,76,82,1
Activites financieres et d'assurance,2020,76,9,2
Activites financieres et d'assurance,2020,84,1,3
Activites financieres et d'assurance,2020,84,26,9
Activites financieres et d'assurance,2020,84,3,2
Activites financieres et d'assurance,2020,84,38,9
Activites financieres et d'assurance,2020,84,42,7
Activites financieres et d'assurance,2020,84,43,1
Activites financieres et d'assurance,2020,84,63,3
Activites financieres et d'assurance,2020,84,69,19
Activites financieres et d'assurance,2020,84,73,2
Activites financieres et d'assurance,2020,84,74,4
Activites financieres et d'assurance,2020,93,13,24
Activites financieres et d'assurance,2020,93,4,1
Activites financieres et d'assurance,2020,93,5,1
Activites financieres et d'assurance,2020,93,6,13
Activites financieres et d'assurance,2020,93,83,9
Activites financieres et d'assurance,2020,93,84,6
Activites financieres et d'assurance,2020,94,2A,3
Activites financieres et d'assurance,2020,94,2B,1
Activites financieres et d'assurance,2021,1,971,1
Activites financieres et d'assurance,2021,2,972,6
Activites financieres et d'assurance,2021,4,974,4
Activites financieres et d'assurance,2021,11,75,57
Activites financieres et d'assurance,2021,11,77,16
Activites financieres et d'assurance,2021,11,78,3
Activites financieres et d'assurance,2021,11,91,7
Activites financieres et d'assurance,2021,11,92,17
Activites financieres et d'assurance,2021,11,93,12
Activites financieres et d'assurance,2021,11,94,4
Activites financieres et d'assurance,2021,11,95,7
Activites financieres et d'assurance,2021,24,28,6
Activites financieres et d'assurance,2021,24,36,1
Activites financieres et d'assurance,2021,24,37,6
Activites financieres et d'assurance,2021,24,41,3
Activites financieres et d'assurance,2021,24,45,5
Activites financieres et d'assurance,2021,27,21,5
Activites financieres et d'assurance,2021,27,25,5
Activites financieres et d'assurance,2021,27,39,4
Activites financieres et d'assurance,2021,27,70,1
Activites financieres et d'assurance,2021,27,89,1
Activites financieres et d'assurance,2021,27,90,2
Activites financieres et d'assurance,2021,28,14,2
Activites financieres et d'assurance,2021,28,27,3
Activites financieres et d'assurance,2021,28,50,3
Activites financieres et d'assurance,2021,28,61,2
Activites financieres et d'assurance,2021,28,76,10
Activites financieres et d'assurance,2021,32,2,1
Activites financieres et d'assurance,2021,32,59,18
Activites financieres et d'assurance,2021,32,60,8
Activites financieres et d'assurance,2021,32,62,11
Activites financieres et d'assurance,2021,32,80,2
Activites financieres et d'assurance,2021,44,10,2
Activites financieres et d'assurance,2021,44,51,4
Activites financieres et d'assurance,2021,44,54,5
Activites financieres et d'assurance,2021,44,57,1
Activites financieres et d'assurance,2021,44,67,3
Activites financieres et d'assurance,2021,44,68,10
Activites financieres et d'assurance,2021,44,8,3
Activites financieres et d'assurance,2021,44,88,1
Activites financieres et d'assurance,2021,52,44,13
Activites financieres et d'assurance,2021,52,49,7
Activites financieres et d'assurance,2021,52,53,2
Activites financieres et d'assurance,2021,52,72,3
Activites financieres et d'assurance,2021,52,85,5
Activites financieres et d'assurance,2021,53,22,5
Activites financieres et d'assurance,2021,53,29,8
Activites financieres et d'assurance,2021,53,35,8
Activites financieres et d'assurance,2021,53,56,6
Activites financieres et d'assurance,2021,75,16,1
Activites financieres et d'assurance,2021,75,17,2
Activites financieres et d'assurance,2021,75,19,2
Activites financieres et d'assurance,2021,75,24,1
Activites financieres et d'assurance,2021,75,33,15
Activites financieres et d'assurance,2021,75,40,1
Activites financieres et d'assurance,2021,75,47,3
Activites financieres et d'assurance,2021,75,64,6
Activites financieres et d'assurance,2021,75,79,4
Activites financieres et d'assurance,2021,75,86,6
Activites financieres et d'assurance,2021,75,87,6
Activites financieres et d'assurance,2021,76,11,1
Activites financieres et d'assurance,2021,76,12,1
Activites financieres et d'assurance,2021,76,30,7
Activites financieres et d'assurance,2021,76,31,8
Activites financieres et d'assurance,2021,76,32,1
Activites financieres et d'assurance,2021,76,34,10
Activites financieres et d'assurance,2021,76,46,1
Activites financieres et d'assurance,2021,76,48,1
Activites financieres et d'assurance,2021,76,65,1
Activites financieres et d'assurance,2021,76,66,1
Activites financieres et d'assurance,2021,76,81,2
Activites financieres et d'assurance,2021,76,82,2
Activites financieres et d'assurance,2021,84,1,4
Activites financieres et d'assurance,2021,84,26,6
Activites financieres et d'assurance,2021,84,3,2
Activites financieres et d'assurance,2021,84,38,7
Activites financieres et d'assurance,2021,84,42,12
Activites financieres et d'assurance,2021,84,63,3
Activites financieres et d'assurance,2021,84,69,21
Activites financieres et d'assurance,2021,84,7,1
Activites financieres et d'assurance,2021,84,73,6
Activites financieres et d'assurance,2021,84,74,6
Activites financieres et d'assurance,2021,93,13,21
Activites financieres et d'assurance,2021,93,5,1
Activites financieres et d'assurance,2021,93,6,15
Activites financieres et d'assurance,2021,93,83,11
Activites financieres et d'assurance,2021,93,84,4
Activites immobilieres,2017,1,971,4
Activites immobilieres,2017,2,972,19
Activites immobilieres,2017,3,973,1
Activites immobilieres,2017,4,974,14
Activites immobilieres,2017,11,75,49
Activites immobilieres,2017,11,77,35
Activites immobilieres,2017,11,78,28
Activites immobilieres,2017,11,91,23
Activites immobilieres,2017,11,92,20
Activites immobilieres,2017,11,93,19
Activites immobilieres,2017,11,94,17
Activites immobilieres,2017,11,95,14
Activites immobilieres,2017,24,18,4
Activites immobilieres,2017,24,28,16
Activites immobilieres,2017,24,36,4
Activites immobilieres,2017,24,37,17
Activites immobilieres,2017,24,41,8
Activites immobilieres,2017,24,45,15
Activites immobilieres,2017,27,21,28
Activites immobilieres,2017,27,25,22
Activites immobilieres,2017,27,39,4
Activites immobilieres,2017,27,58,8
Activites immobilieres,2017,27,70,12
Activites immobilieres,2017,27,71,13
Activites immobilieres,2017,27,89,9
Activites immobilieres,2017,27,90,4
Activites immobilieres,2017,28,14,7
Activites immobilieres,2017,28,27,17
Activites immobilieres,2017,28,50,3
Activites immobilieres,2017,28,61,7
Activites immobilieres,2017,28,76,15
Activites immobilieres,2017,32,2,19
Activites immobilieres,2017,32,59,44
Activites immobilieres,2017,32,60,16
Activites immobilieres,2017,32,62,34
Activites immobilieres,2017,32,80,7
Activites immobilieres,2017,44,10,9
Activites immobilieres,2017,44,51,8
Activites immobilieres,2017,44,52,11
Activites immobilieres,2017,44,54,18
Activites immobilieres,2017,44,55,3
Activites immobilieres,2017,44,57,19
Activites immobilieres,2017,44,67,33
Activites immobilieres,2017,44,68,26
Activites immobilieres,2017,44,8,2
Activites immobilieres,2017,44,88,14
Activites immobilieres,2017,52,44,35
Activites immobilieres,2017,52,49,17
Activites immobilieres,2017,52,53,10
Activites immobilieres,2017,52,72,3
Activites immobilieres,2017,52,85,21
Activites immobilieres,2017,53,22,16
Activites immobilieres,2017,53,29,28
Activites immobilieres,2017,53,35,16
Activites immobilieres,2017,53,56,21
Activites immobilieres,2017,75,16,7
Activites immobilieres,2017,75,17,15
Activites immobilieres,2017,75,19,8
Activites immobilieres,2017,75,23,2
Activites immobilieres,2017,75,24,21
Activites immobilieres,2017,75,33,25
Activites immobilieres,2017,75,40,10
Activites immobilieres,2017,75,47,4
Activites immobilieres,2017,75,64,24
Activites immobilieres,2017,75,79,9
Activites immobilieres,2017,75,86,14
Activites immobilieres,2017,75,87,13
Activites immobilieres,2017,76,11,14
Activites immobilieres,2017,76,12,4
Activites immobilieres,2017,76,30,25
Activites immobilieres,2017,76,31,41
Activites immobilieres,2017,76,32,1
Activites immobilieres,2017,76,34,29
Activites immobilieres,2017,76,46,6
Activites immobilieres,2017,76,48,2
Activites immobilieres,2017,76,65,9
Activites immobilieres,2017,76,66,22
Activites immobilieres,2017,76,81,5
Activites immobilieres,2017,76,82,4
Activites immobilieres,2017,76,9,4
Activites immobilieres,2017,84,1,13
Activites immobilieres,2017,84,15,6
Activites immobilieres,2017,84,26,7
Activites immobilieres,2017,84,3,9
Activites immobilieres,2017,84,38,33
Activites immobilieres,2017,84,42,22
Activites immobilieres,2017,84,43,9
Activites immobilieres,2017,84,63,15
Activites immobilieres,2017,84,69,48
Activites immobilieres,2017,84,7,6
Activites immobilieres,2017,84,73,15
Activites immobilieres,2017,84,74,19
Activites immobilieres,2017,93,13,83
Activites immobilieres,2017,93,4,6
Activites immobilieres,2017,93,5,7
Activites immobilieres,2017,93,6,47
Activites immobilieres,2017,93,83,51
Activites immobilieres,2017,93,84,17
Activites immobilieres,2017,94,2A,3
Activites immobilieres,2017,94,2B,2
Activites immobilieres,2018,1,971,6
Activites immobilieres,2018,2,972,14
Activites immobilieres,2018,3,973,2
Activites immobilieres,2018,4,974,9
Activites immobilieres,2018,11,75,43
Activites immobilieres,2018,11,77,39
Activites immobilieres,2018,11,78,20
Activites immobilieres,2018,11,91,14
Activites immobilieres,2018,11,92,22
Activites immobilieres,2018,11,93,17
Activites immobilieres,2018,11,94,24
Activites immobilieres,2018,11,95,16
Activites immobilieres,2018,24,18,2
Activites immobilieres,2018,24,28,7
Activites immobilieres,2018,24,36,2
Activites immobilieres,2018,24,37,11
Activites immobilieres,2018,24,41,6
Activites immobilieres,2018,24,45,7
Activites immobilieres,2018,27,21,13
Activites immobilieres,2018,27,25,13
Activites immobilieres,2018,27,39,6
Activites immobilieres,2018,27,58,10
Activites immobilieres,2018,27,70,8
Activites immobilieres,2018,27,71,8
Activites immobilieres,2018,27,89,1
Activites immobilieres,2018,27,90,3
Activites immobilieres,2018,28,14,11
Activites immobilieres,2018,28,27,17
Activites immobilieres,2018,28,50,8
Activites immobilieres,2018,28,61,4
Activites immobilieres,2018,28,76,27
Activites immobilieres,2018,32,2,12
Activites immobilieres,2018,32,59,33
Activites immobilieres,2018,32,60,12
Activites immobilieres,2018,32,62,30
Activites immobilieres,2018,32,80,5
Activites immobilieres,2018,44,10,7
Activites immobilieres,2018,44,51,7
Activites immobilieres,2018,44,52,8
Activites immobilieres,2018,44,54,17
Activites immobilieres,2018,44,55,7
Activites immobilieres,2018,44,57,13
Activites immobilieres,2018,44,67,31
Activites immobilieres,2018,44,68,16
Activites immobilieres,2018,44,8,3
Activites immobilieres,2018,44,88,20
Activites immobilieres,2018,52,44,25
Activites immobilieres,2018,52,49,19
Activites immobilieres,2018,52,53,4
Activites immobilieres,2018,52,72,11
Activites immobilieres,2018,52,85,24
Activites immobilieres,2018,53,22,11
Activites immobilieres,2018,53,29,20
Activites immobilieres,2018,53,35,24
Activites immobilieres,2018,53,56,23
Activites immobilieres,2018,75,16,4
Activites immobilieres,2018,75,17,16
Activites immobilieres,2018,75,19,9
Activites immobilieres,2018,75,23,1
Activites immobilieres,2018,75,24,13
Activites immobilieres,2018,75,33,29
Activites immobilieres,2018,75,40,5
Activites immobilieres,2018,75,47,8
Activites immobilieres,2018,75,64,15
Activites immobilieres,2018,75,79,15
Activites immobilieres,2018,75,86,11
Activites immobilieres,2018,75,87,8
Activites immobilieres,2018,76,11,10
Activites immobilieres,2018,76,12,1
Activites immobilieres,2018,76,30,18
Activites immobilieres,2018,76,31,24
Activites immobilieres,2018,76,32,11
Activites immobilieres,2018,76,34,41
Activites immobilieres,2018,76,46,3
Activites immobilieres,2018,76,65,9
Activites immobilieres,2018,76,66,15
Activites immobilieres,2018,76,81,8
Activites immobilieres,2018,76,82,5
Activites immobilieres,2018,76,9,1
Activites immobilieres,2018,84,1,10
Activites immobilieres,2018,84,15,1
Activites immobilieres,2018,84,26,12
Activites immobilieres,2018,84,3,8
Activites immobilieres,2018,84,38,32
Activites immobilieres,2018,84,42,17
Activites immobilieres,2018,84,43,7
Activites immobilieres,2018,84,63,12
Activites immobilieres,2018,84,69,34
Activites immobilieres,2018,84,7,3
Activites immobilieres,2018,84,73,11
Activites immobilieres,2018,84,74,19
Activites immobilieres,2018,93,13,61
Activites immobilieres,2018,93,5,4
Activites immobilieres,2018,93,6,34
Activites immobilieres,2018,93,83,37
Activites immobilieres,2018,93,84,20
Activites immobilieres,2018,94,2A,1
Activites immobilieres,2018,94,2B,5
Activites immobilieres,2019,1,971,1
Activites immobilieres,2019,2,972,21
Activites immobilieres,2019,4,974,11
Activites immobilieres,2019,11,75,82
Activites immobilieres,2019,11,77,29
Activites immobilieres,2019,11,78,23
Activites immobilieres,2019,11,91,14
Activites immobilieres,2019,11,92,20
Activites immobilieres,2019,11,93,13
Activites immobilieres,2019,11,94,22
Activites immobilieres,2019,11,95,10
Activites immobilieres,2019,24,18,10
Activites immobilieres,2019,24,28,6
Activites immobilieres,2019,24,36,4
Activites immobilieres,2019,24,37,11
